Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000016082,ISL1,51383447,51394730,3,46
ENSG00000028310,BRD9,850290,892801,19,301
ENSG00000035499,DEPDC1B,60596911,60700190,6,630
ENSG00000037474,NSUN2,6599238,6633291,9,395
ENSG00000038382,TRIO,14143341,14532128,25,2616
ENSG00000039123,MTREX,55307988,55425579,9,663
ENSG00000039139,DNAH5,13690327,14011818,4,2170
ENSG00000039537,C6,41142115,41261438,8,936
ENSG00000039560,RAI14,34656327,34832612,28,1219
ENSG00000040731,CDH10,24487099,24644978,4,1330
ENSG00000049167,ERCC8,60866453,60945073,8,523
ENSG00000049192,ADAMTS6,65148737,65481920,8,1898
ENSG00000049656,CLPTM1L,1317751,1345099,16,395
ENSG00000049883,PTCD2,72320366,72368395,12,184
ENSG00000056097,ZFR,32354349,32444740,7,576
ENSG00000062194,GPBP1,57173947,57264679,9,615
ENSG00000063438,AHRR,321713,438291,11,989
ENSG00000066230,SLC9A3,470455,524449,3,602
ENSG00000067113,PLPP1,55424853,55534969,6,677
ENSG00000067248,DHX29,55256054,55307694,5,78
ENSG00000068796,KIF2A,62306161,62391025,10,1295
ENSG00000069020,MAST4,66596379,67169593,21,3724
ENSG00000070193,FGF10,44300246,44389706,2,567
ENSG00000071539,TRIP13,892883,919357,7,198
ENSG00000073578,SDHA,218302,257082,20,669
ENSG00000078295,ADCY2,7396137,7830081,8,3290
ENSG00000079215,SLC1A3,36596587,36688334,16,520
ENSG00000082068,WDR70,37379284,37753435,7,2410
ENSG00000082074,FYB1,39105251,39274528,10,1333
ENSG00000082196,-,34017857,34043213,-,-
ENSG00000082213,C5orf22,31532286,31555053,10,134
ENSG00000083312,TNPO1,72816311,72916733,14,513
ENSG00000083720,OXCT1,41730064,41870425,8,640
ENSG00000085231,AK6,69350983,69370013,5,103
ENSG00000086189,-,62387253,62403939,-,-
ENSG00000086200,IPO11,62403971,62628582,14,449
ENSG00000095015,MAP3K1,56815548,56896152,2,522
ENSG00000112851,ERBIN,65883127,66082546,17,829
ENSG00000112877,CEP72,612339,667168,4,927
ENSG00000112902,SEMA5A,9035032,9546075,4,3949
ENSG00000112936,C7,40909491,41020216,7,628
ENSG00000112941,TENT4A,6713431,6757044,7,439
ENSG00000112964,GHR,42423438,42721878,13,1740
ENSG00000112972,HMGCS1,43287469,43313512,7,131
ENSG00000112977,DAP,10679229,10761234,6,649
ENSG00000112992,NNT,43602691,43707405,10,679
ENSG00000112996,MRPS30,44808946,44820428,4,55
ENSG00000113048,MRPS27,72214952,72321717,16,474
ENSG00000113088,GZMK,55024255,55034570,2,2
ENSG00000113100,CDH9,26880596,27121150,5,1490
ENSG00000113360,DROSHA,31400493,31532196,21,897
ENSG00000113361,CDH6,31193685,31329146,5,357
ENSG00000113384,GOLPH3,32124715,32174319,3,333
ENSG00000113387,SUB1,32531632,32604079,13,526
ENSG00000113389,NPR3,32689069,32791724,7,678
ENSG00000113407,TARS1,33440695,33468091,16,161
ENSG00000113430,IRX4,1877412,1887236,8,190
ENSG00000113448,PDE4D,58969037,60522120,29,9800
ENSG00000113456,RAD1,34905259,34918989,8,77
ENSG00000113460,BRIX1,34915676,34925996,5,38
ENSG00000113492,AGXT2,34998100,35048135,6,509
ENSG00000113494,PRLR,35048755,35230487,20,1070
ENSG00000113504,SLC12A7,1050383,1112063,6,1283
ENSG00000113569,NUP155,37288136,37371106,8,516
ENSG00000113593,PPWD1,65563235,65587549,15,129
ENSG00000113594,LIFR,38474667,38608354,9,743
ENSG00000113595,TRIM23,65589689,65625975,7,246
ENSG00000113597,TRAPPC13,65625003,65666233,12,281
ENSG00000113600,C9,39284139,39371324,4,1115
ENSG00000113638,TTC33,40512332,40755963,7,1537
ENSG00000123213,NLN,65722204,65871725,10,986
ENSG00000123219,CENPK,65517765,65563168,17,368
ENSG00000124275,MTRR,7851185,7906025,25,405
ENSG00000124279,-,7859158,7869037,-,-
ENSG00000130449,ZSWIM6,61332257,61546172,1,1051
ENSG00000131711,MAP1B,72107233,72209565,6,563
ENSG00000131844,MCCC2,71579530,71658706,9,458
ENSG00000132356,PRKAA1,40759388,40798374,9,229
ENSG00000132357,CARD6,40841307,40860175,2,118
ENSG00000133398,MED10,6371873,6378571,3,131
ENSG00000133401,PDZD2,31639130,32110932,12,3905
ENSG00000134056,MRPS36,69217759,69230158,5,123
ENSG00000134057,CCNB1,69167134,69178245,7,131
ENSG00000134058,CDK7,69234794,69277430,15,285
ENSG00000134061,CD180,67179612,67196799,2,155
ENSG00000134352,IL6ST,55935094,55995022,15,371
ENSG00000134363,FST,53480625,53487134,5,113
ENSG00000142319,SLC6A3,1392793,1445440,3,684
ENSG00000145491,ROPN1L,10441523,10472029,5,218
ENSG00000145494,NDUFS6,1801406,1816048,3,133
ENSG00000145495,MARCHF6,10353694,10440388,15,402
ENSG00000145506,NKD2,1008801,1038943,5,793
ENSG00000145526,CDH18,19471295,20575873,12,7560
ENSG00000145536,ADAMTS16,5140329,5320304,4,1709
ENSG00000145545,SRD5A1,6633426,6674386,4,326
ENSG00000145555,MYO10,16661906,16936288,12,2375
ENSG00000145569,OTULINL,14581791,14616180,3,224
ENSG00000145592,RPL37,40825261,40835222,6,114
ENSG00000145604,SKP2,36151988,36196849,9,201
ENSG00000145623,OSMR,38845857,38945596,5,666
ENSG00000145626,UGT3A1,35951005,36001028,7,328
ENSG00000145632,PLK2,58453981,58460139,15,118
ENSG00000145642,SHISAL2B,64690441,64718190,5,221
ENSG00000145649,GZMA,55102645,55110252,1,91
ENSG00000145675,PIK3R1,68215739,68301821,16,608
ENSG00000145734,BDP1,71455650,71567820,6,701
ENSG00000145736,GTF2H2,71035015,71067689,14,113
ENSG00000145740,SLC30A5,69093990,69131069,9,317
ENSG00000150712,MTMR12,32226993,32312987,7,547
ENSG00000150753,CCT5,10249928,10266389,15,143
ENSG00000150756,ATPSCKMT,10225506,10249897,7,299
ENSG00000151388,ADAMTS12,33523534,33892019,6,2518
ENSG00000151876,FBXO4,41925253,41941743,7,90
ENSG00000151881,TMEM267,43444251,43483893,6,316
ENSG00000151882,CCL28,43376644,43412391,4,299
ENSG00000151883,PARP8,50665898,50846519,22,893
ENSG00000152582,SPEF2,35617843,35814611,16,1310
ENSG00000152611,CAPSL,35904287,35938779,4,314
ENSG00000152620,NADK2,36192588,36242279,11,345
ENSG00000152669,CCNO,55231151,55233608,2,48
ENSG00000152670,DDX4,55738016,55817157,14,335
ENSG00000152684,-,52787915,52804044,-,-
ENSG00000152931,PART1,60487712,60548813,3,138
ENSG00000152932,RAB3C,58582220,58859394,4,1961
ENSG00000152939,MARVELD2,69415064,69444330,6,158
ENSG00000152942,RAD17,69369292,69414801,20,261
