Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000005810,MYCBP2,77042473,77327094,12,1027
ENSG00000005812,-,76992597,77027195,-,-
ENSG00000023516,AKAP11,42272151,42323261,1,387
ENSG00000027001,MIPEP,23730188,23889400,5,1283
ENSG00000032742,IFT88,20567137,20691444,7,806
ENSG00000073910,FRY,31846712,32299125,9,1658
ENSG00000075673,ATP12A,24680407,24712472,2,368
ENSG00000080618,-,46053185,46105033,-,-
ENSG00000083520,DIS3,72752168,72782096,5,147
ENSG00000083535,PIBF1,72782132,73016461,8,1517
ENSG00000083544,TDRD3,60396456,60573878,9,1033
ENSG00000083635,NUFIP1,44939248,44989471,1,255
ENSG00000083642,PDS5B,32586451,32778019,9,1144
ENSG00000102445,RUBCNL,46334680,46438190,12,812
ENSG00000102468,HTR2A,46831545,46897076,4,552
ENSG00000102471,NDFIP2,79481154,79556077,6,311
ENSG00000102531,FNDC3A,48975911,49209779,6,1120
ENSG00000102539,MLNR,49220337,49222377,1,46
ENSG00000102543,CDADC1,49247924,49293485,6,232
ENSG00000102547,CAB39L,49308649,49444064,12,976
ENSG00000102554,KLF5,73054975,73077541,5,215
ENSG00000102678,FGF9,21671072,21704498,3,238
ENSG00000102683,SGCG,23180978,23325162,1,1719
ENSG00000102699,-,24420930,24512778,-,-
ENSG00000102710,SUPT20H,37009311,37059713,24,236
ENSG00000102738,MRPS31,40729127,40771190,4,262
ENSG00000102743,SLC25A15,40789411,40812460,4,208
ENSG00000102753,KPNA3,49699319,49792682,2,667
ENSG00000102755,FLT1,28300345,28495145,9,1220
ENSG00000102760,RGCC,41457549,41470871,2,136
ENSG00000102763,VWA8,41566834,41961120,4,2368
ENSG00000102780,DGKH,42040035,42256578,10,1639
ENSG00000102781,KATNAL1,30202629,30307551,5,825
ENSG00000102786,INTS6,51354076,51454264,20,569
ENSG00000102794,ACOD1,76948510,76958638,2,111
ENSG00000102796,DHRS12,51767992,51804163,9,216
ENSG00000102802,-,30906270,30925572,-,-
ENSG00000102804,TSC22D1,44432142,44577147,13,784
ENSG00000102805,CLN5,76990659,77019143,19,121
ENSG00000102837,OLFM4,53028812,53052057,1,221
ENSG00000118903,BTF3P11,76928065,76928836,1,86
ENSG00000118922,KLF12,73686088,74134404,2,2252
ENSG00000118939,UCHL3,75549482,75606020,6,354
ENSG00000118946,PCDH17,57631743,57729311,4,524
ENSG00000120658,ENOX1,43213129,43786972,2,3519
ENSG00000120659,TNFSF11,42562735,42608013,5,377
ENSG00000120662,MTRF1,41216368,41263577,10,171
ENSG00000120664,-,36346430,36369601,-,-
ENSG00000120669,SOHLH2,36168216,36214588,2,288
ENSG00000120675,DNAJC15,43023202,43114213,2,639
ENSG00000120685,PROSER1,39009864,39038089,11,239
ENSG00000120686,UFM1,38349848,38363619,5,126
ENSG00000120688,WBP4,41061508,41084006,1,87
ENSG00000120690,ELF1,40931923,41061440,5,841
ENSG00000120693,SMAD9,36844830,36920887,4,617
ENSG00000120694,HSPH1,31134972,31162388,9,236
ENSG00000120696,-,41189833,41194569,-,-
ENSG00000120697,ALG5,36949737,37000763,5,295
ENSG00000120699,EXOSC8,36998815,37025881,11,41
ENSG00000121388,-,19185224,19187349,1,112
ENSG00000121390,PSPC1,19674751,19783019,8,819
ENSG00000121741,ZMYM2,19958676,20091829,11,973
ENSG00000121742,GJB6,20221961,20232365,5,199
ENSG00000121743,GJA3,20138254,20161052,1,246
ENSG00000122025,FLT3,28003273,28100592,3,1001
ENSG00000122026,RPL21,27251361,27256691,10,43
ENSG00000122033,MTIF3,27435642,27450591,12,104
ENSG00000122034,GTF3A,27424618,27435823,9,186
ENSG00000122035,RASL11A,27270829,27275192,3,64
ENSG00000122042,UBL3,29764370,29850617,1,562
ENSG00000122043,LINC00544,29935770,29950488,2,234
ENSG00000123171,CCDC70,51861968,51866232,1,79
ENSG00000123178,SPRYD7,49912701,49936490,4,121
ENSG00000123179,EBPL,49660673,49691486,7,346
ENSG00000123191,ATP7B,51930435,52012125,16,475
ENSG00000123200,ZC3H13,45954464,46052759,5,512
ENSG00000123201,GUCY1B2,50994510,51080862,6,674
ENSG00000127863,TNFRSF19,23570369,23676104,5,826
ENSG00000127870,RNF6,26132114,26222314,7,576
ENSG00000132932,ATP8A2,25371973,26025851,5,4719
ENSG00000132938,MTUS2,28820338,29505947,6,5449
ENSG00000132950,ZMYM5,19823481,19863649,8,336
ENSG00000132952,USPL1,30617692,30660770,3,189
ENSG00000132953,XPO4,20777328,20903048,4,705
ENSG00000132958,TPTE2,19422875,19561625,6,890
ENSG00000132963,POMP,28659064,28678959,2,284
ENSG00000132964,CDK8,26254103,26420982,6,1086
ENSG00000132965,ALOX5AP,30713477,30764426,3,460
ENSG00000132970,WASF3,26557682,26688948,3,984
ENSG00000132972,RNF17,24764168,24879921,5,1017
ENSG00000132975,GPR12,26755199,26760786,2,113
ENSG00000133083,DCLK1,35768651,36131382,8,2465
ENSG00000133101,CCNA1,36431519,36442870,4,103
