Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000005801,ZNF195,3339260,3379222,30,299
ENSG00000006071,ABCC8,17392497,17476894,21,644
ENSG00000006611,USH1C,17493894,17544416,11,410
ENSG00000007372,PAX6,31784778,31817961,82,121
ENSG00000011405,PIK3C2A,17077729,17207986,5,718
ENSG00000019485,PRDM11,45095805,45235110,6,824
ENSG00000019505,SYT13,45240301,45286341,3,363
ENSG00000021762,OSBPL5,3087106,3166739,19,963
ENSG00000023191,RNH1,494511,507300,24,171
ENSG00000026508,CD44,35138881,35232402,39,628
ENSG00000049449,RCN1,32091073,32105722,11,1802
ENSG00000050165,DKK3,11956206,12009769,16,428
ENSG00000051009,FHIP1B,6211344,6234711,5,131
ENSG00000052841,TTC17,43358919,43494933,15,696
ENSG00000052850,ALX4,44260439,44310139,1,452
ENSG00000053918,KCNQ1,2444653,2849105,6,3323
ENSG00000060749,QSER1,32892810,32993316,6,560
ENSG00000064201,TSPAN32,2301996,2318204,17,147
ENSG00000066382,MPPED2,30384492,30586872,8,1238
ENSG00000069696,DRD4,637268,640706,2,185
ENSG00000070031,SCT,626308,627181,1,10
ENSG00000070047,PHRF1,576469,612222,6,371
ENSG00000070081,NUCB2,17208152,17349980,20,763
ENSG00000070985,TRPM5,2404514,2444514,4,162
ENSG00000072952,IRAG1,10573090,10693988,17,563
ENSG00000074319,TSG101,18468335,18526951,12,270
ENSG00000078902,TOLLIP,1274370,1309654,13,448
ENSG00000085063,CD59,33703009,33736479,14,234
ENSG00000085117,CD82,44564426,44620358,14,481
ENSG00000091664,SLC17A6,22338380,22379503,2,303
ENSG00000099834,CDHR5,616576,626078,10,101
ENSG00000099849,RASSF7,560403,564025,8,37
ENSG00000099869,-,2140500,2148666,-,-
ENSG00000109851,DBX1,20156154,20160475,1,106
ENSG00000109854,HTATIP2,20363684,20383782,9,204
ENSG00000109881,CCDC34,27330826,27363234,3,270
ENSG00000109911,ELP4,31509754,31790324,29,1260
ENSG00000110148,CCKBR,6259805,6272127,6,172
ENSG00000110169,HPX,6431048,6442617,13,137
ENSG00000110171,TRIM3,6448612,6474459,15,157
ENSG00000110315,RNF141,10511672,10541230,5,209
ENSG00000110321,EIF4G2,10797049,10808940,32,50
ENSG00000110328,GALNT18,11270876,11622005,2,3237
ENSG00000110422,HIPK3,33256671,33357023,6,575
ENSG00000110427,KIAA1549L,33376107,33674102,3,838
ENSG00000110429,FBXO3,33740938,33774543,13,242
ENSG00000110435,PDHX,34915828,35020591,8,703
ENSG00000110436,SLC1A2,35251204,35420063,8,1232
ENSG00000110442,COMMD9,36269283,36289449,8,298
ENSG00000110455,ACCS,44065924,44084237,13,170
ENSG00000110492,MDK,46380755,46383837,13,7
ENSG00000110497,AMBRA1,46396413,46594125,12,912
ENSG00000110619,CARS1,3000921,3057613,16,468
ENSG00000110628,SLC22A18,2899720,2925246,13,175
ENSG00000110651,CD81,2376176,2397802,17,204
ENSG00000110665,C11orf21,2295627,2303049,4,231
ENSG00000110680,-,14966667,14972351,-,-
ENSG00000110693,SOX6,15966448,16739591,17,4209
ENSG00000110696,C11orf58,16613131,16758340,10,101
ENSG00000110700,RPS13,17074387,17077715,10,81
ENSG00000110713,NUP98,3671082,3797792,20,932
ENSG00000110756,HPS5,18278667,18322198,11,316
ENSG00000110768,GTF2H1,18322294,18367045,16,307
ENSG00000110786,PTPN5,18727927,18792721,6,405
ENSG00000117983,MUC5B,1223065,1262172,5,643
ENSG00000117984,CTSD,1752751,1764573,14,3
ENSG00000121236,-,5596108,5612958,-,-
ENSG00000121621,KIF18A,28020618,28108156,4,409
ENSG00000121653,MAPK8IP1,45885650,45906465,3,162
ENSG00000121671,CRY2,45847117,45883248,12,250
ENSG00000121680,PEX16,45909662,45918812,11,66
ENSG00000121690,DEPDC7,33015875,33033582,4,217
ENSG00000121691,CAT,34438933,34472060,5,220
ENSG00000129083,COPB1,14443439,14500027,12,258
ENSG00000129084,PSMA1,14504873,14643635,14,572
ENSG00000129151,BBOX1,27040724,27127809,8,688
ENSG00000129152,MYOD1,17719570,17722136,1,56
ENSG00000129158,SERGEF,17788047,18013047,23,829
ENSG00000129159,KCNC1,17734773,17856804,13,754
ENSG00000129167,TPH1,18017554,18046269,4,101
ENSG00000129170,CSRP3,19182029,19210571,2,246
ENSG00000129173,-,19224062,19241620,-,-
ENSG00000129744,ART1,3645127,3664416,2,332
ENSG00000129749,CHRNA10,3665586,3671384,4,27
ENSG00000129757,CDKN1C,2883212,2885775,5,80
ENSG00000129965,INS-IGF2,2132537,2161209,5,200
ENSG00000130413,STK33,8391867,8594289,17,1408
ENSG00000130592,LSP1,1850903,1892267,17,497
ENSG00000130595,TNNT3,1919702,1938706,18,278
ENSG00000130598,TNNI2,1838980,1841680,6,37
ENSG00000130600,H19,1995165,2004552,13,83
ENSG00000131808,FSHB,30231013,30235261,3,70
ENSG00000132109,TRIM21,4384896,4393702,2,143
ENSG00000132254,ARFIP2,6474682,6481479,10,29
ENSG00000132256,TRIM5,5663194,5938619,11,2988
ENSG00000132259,CNGA4,6234764,6244479,2,43
ENSG00000132274,-,5689609,5737089,-,-
ENSG00000132275,RRP8,6595071,6603616,5,81
ENSG00000132286,TIMM10B,6481500,6484681,5,17
ENSG00000133789,SWAP70,9664076,9752993,7,910
ENSG00000133794,BMAL1,13276651,13387266,21,667
ENSG00000133800,LYVE1,10556965,10611689,4,82
ENSG00000133805,AMPD3,10308312,10507579,18,1681
ENSG00000133812,SBF2,9776775,10304877,14,3957
ENSG00000133816,MICAL2,12094007,12359144,31,1448
ENSG00000133818,RRAS2,14277921,14364506,11,411
ENSG00000134333,LDHA,18394559,18408425,25,168
ENSG00000134339,-,18239222,18248668,-,-
ENSG00000134343,ANO3,26188841,26663289,5,3353
ENSG00000135362,PRR5L,36296287,36465204,20,1473
ENSG00000135363,LMO2,33858575,33892076,6,257
ENSG00000135365,PHF21A,45929318,46121454,21,871
ENSG00000135372,NAT10,34105616,34147670,10,245
ENSG00000135373,EHF,34621092,34663288,12,306
ENSG00000135374,ELF5,34478790,34525193,6,299
ENSG00000135378,PRRG4,32829926,32858120,1,218
ENSG00000135387,CAPRIN1,34051730,34102610,17,408
ENSG00000142082,SIRT3,215029,236931,16,227
ENSG00000142089,IFITM3,319675,329475,4,22
