Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000001036,FUCA2,143494811,143511720,3,24
ENSG00000001084,GCLC,53497340,53616970,13,914
ENSG00000001167,NFYA,41072973,41102403,2,10
ENSG00000001561,ENPP4,46129988,46146688,1,101
ENSG00000004809,SLC22A16,110424686,110476641,8,503
ENSG00000005700,IBTK,82169985,82247754,10,465
ENSG00000007866,TEAD3,35473596,35497079,4,184
ENSG00000007944,MYLIP,16129085,16148248,2,164
ENSG00000008018,PSMB1,170535119,170553307,2,206
ENSG00000008083,JARID2,15246068,15522042,3,1984
ENSG00000008196,TFAP2B,50818722,50847619,3,199
ENSG00000008197,TFAP2D,50713525,50773033,2,309
ENSG00000009413,REV3L,111299027,111483715,14,993
ENSG00000009765,IYD,150368891,150405969,9,524
ENSG00000009844,VTA1,142147161,142224685,5,512
ENSG00000010017,RANBP9,13621497,13711835,2,387
ENSG00000010030,ETV7,36354090,36387800,8,389
ENSG00000010704,HFE,26087280,26098343,14,146
ENSG00000010810,FYN,111660331,111873452,29,1312
ENSG00000010818,HIVEP2,142751468,142956698,5,1283
ENSG00000012660,ELOVL5,53267397,53349179,7,620
ENSG00000013375,PGM3,83147323,83193936,15,94
ENSG00000013392,RWDD2A,83193356,83198935,1,30
ENSG00000014123,UFL1,96521594,96555276,2,146
ENSG00000016402,IL20RA,136999970,137045180,8,302
ENSG00000021355,SERPINB1,2832331,2841959,5,158
ENSG00000023892,DEF6,35297817,35321771,3,138
ENSG00000024048,UBR2,42564028,42693505,3,715
ENSG00000024862,CCDC28A,138773768,138793319,3,140
ENSG00000025039,RRAGD,89364615,89412273,3,331
ENSG00000025156,HSF2,122399550,122433119,3,208
ENSG00000025796,SEC63,107867755,107958208,10,594
ENSG00000026297,RNASET2,166922112,166957191,14,12
ENSG00000026652,AGPAT4,161129966,161274061,5,1104
ENSG00000026950,BTN3A1,26402236,26415208,11,160
ENSG00000027697,IFNGR1,137197482,137219449,4,162
ENSG00000028839,TBPL1,133952169,133990432,8,324
ENSG00000029363,BCLAF1,136256626,136289851,24,165
ENSG00000029639,TFB1M,155256133,155314493,9,389
ENSG00000031691,CENPQ,49463369,49493107,1,171
ENSG00000034693,PEX3,143450804,143490616,3,200
ENSG00000044090,CUL7,43037616,43053943,3,88
ENSG00000047579,DTNBP1,15522806,15663058,12,745
ENSG00000047932,GOPC,117560268,117602542,3,155
