Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000017797,RALBP1,9475008,9538114,6,468
ENSG00000041353,RAB27B,54717859,54895516,4,1319
ENSG00000046604,DSG2,31498176,31549008,2,287
ENSG00000049759,NEDD4L,58044225,58401540,38,2590
ENSG00000053747,LAMA3,23689452,23956222,14,1323
ENSG00000057149,-,63655196,63661893,-,-
ENSG00000066926,FECH,57544376,57586732,10,342
ENSG00000067900,ROCK1,20944611,21111813,7,662
ENSG00000071991,CDH19,66501082,66604138,5,661
ENSG00000074657,ZNF532,58862599,58986480,26,819
ENSG00000074695,LMAN1,59327822,59359265,5,221
ENSG00000075643,MOCOS,36187496,36272157,2,635
ENSG00000078043,PIAS2,46803217,46920160,16,755
ENSG00000078142,PIK3C3,41955233,42087830,17,760
ENSG00000079101,CLUL1,596987,650334,13,558
ENSG00000079134,THOC1,214519,268050,21,350
ENSG00000080986,NDC80,2571556,2616635,5,333
ENSG00000081138,CDH7,65750251,65890337,4,1119
ENSG00000081913,PHLPP1,62715540,62980433,7,1395
ENSG00000081923,ATP8B1,57646425,57803315,5,495
ENSG00000082212,ME2,50879079,50954257,19,494
ENSG00000082397,EPB41L3,5392380,5630700,36,1735
ENSG00000085415,SEH1L,12947132,12987536,10,402
ENSG00000088756,ARHGAP28,6729715,6915716,15,1169
ENSG00000091157,WDR7,56651342,57029811,13,2426
ENSG00000091164,TXNL1,56597208,56651600,11,424
ENSG00000101489,CELF4,37243039,37565827,23,2009
ENSG00000101542,CDH20,61333429,61555779,4,1497
ENSG00000101557,USP14,158382,214629,9,452
ENSG00000101558,VAPA,9914015,9960021,9,315
ENSG00000101574,METTL4,2537524,2571509,7,386
ENSG00000101577,LPIN2,2885295,3013144,4,692
ENSG00000101596,SMCHD1,2655725,2805017,13,1227
ENSG00000101605,MYOM1,3066806,3219968,7,1389
ENSG00000101608,MYL12A,3247480,3256236,12,71
ENSG00000101624,-,12661832,12702777,-,-
ENSG00000101638,ST8SIA5,46667820,46759257,9,730
ENSG00000101639,CEP192,12991361,13125052,15,837
ENSG00000101654,RNMT,13726659,13764556,10,226
ENSG00000101665,SMAD7,48919852,48950965,8,297
ENSG00000101670,LIPG,49560698,49599185,7,385
ENSG00000101680,LAMA1,6941741,7117797,9,1570
ENSG00000101695,RNF125,32018824,32073219,5,428
ENSG00000101745,ANKRD12,9136227,9285985,9,220
ENSG00000101746,NOL4,33851099,34224952,14,1867
ENSG00000101751,POLI,54269516,54321266,16,373
ENSG00000101752,MIB1,21704956,21870953,4,725
ENSG00000101773,RBBP8,22798260,23026488,16,571
ENSG00000101782,RIOK3,23453286,23486603,11,254
ENSG00000118271,TTR,31557008,31598833,5,92
