Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000003987,MTMR7,17296793,17413528,9,1253
ENSG00000003989,SLC7A2,17497087,17570573,6,903
ENSG00000008853,RHOBTB2,22987416,23020509,8,61
ENSG00000012232,EXTL3,28600468,28756561,14,956
ENSG00000015592,STMN4,27235307,27258420,7,250
ENSG00000019549,SNAI2,48917597,48921740,2,26
ENSG00000020181,ADGRA2,37784190,37844896,3,387
ENSG00000023287,RB1CC1,52622457,52745843,10,582
ENSG00000029534,ANK1,41653219,41896741,14,1678
ENSG00000034239,CLXN,48710788,48735311,9,179
ENSG00000036448,MYOM2,2045045,2165552,15,2404
ENSG00000036565,SLC18A1,20144854,20183206,10,450
ENSG00000038945,MSR1,16107877,16567490,14,4501
ENSG00000042980,ADAM28,24294068,24359014,12,616
ENSG00000047249,ATP6V1H,53715542,53843558,19,608
ENSG00000061337,LZTS1,20246164,20303963,4,532
ENSG00000069206,-,24440929,24526970,-,-
ENSG00000070501,POLB,42338453,42371808,17,215
ENSG00000070718,AP3M2,42152945,42171673,17,80
ENSG00000077782,FGFR1,38400214,38468834,41,281
ENSG00000078579,FGF20,16992180,17002345,2,203
ENSG00000078668,VDAC3,42391623,42405937,12,122
ENSG00000078674,PCM1,17922841,18029948,23,1049
ENSG00000079459,FDFT1,11795572,11839395,26,714
ENSG00000082556,OPRK1,53225723,53251637,6,75
ENSG00000083168,KAT6A,41929478,42051994,8,619
ENSG00000085788,DDHD2,38225217,38275558,24,210
ENSG00000091879,-,6499631,6563409,-,-
ENSG00000092964,DPYSL2,26514030,26658178,8,1190
ENSG00000104213,PDGFRL,17576432,17644071,3,1072
ENSG00000104219,ZDHHC2,17156481,17224799,4,577
ENSG00000104221,BRF2,37843267,37849861,4,18
ENSG00000104228,TRIM35,27284885,27311272,4,185
ENSG00000104290,FZD3,28494204,28574267,4,562
ENSG00000104299,INTS9,28767660,28890242,19,674
ENSG00000104332,SFRP1,41261961,41309473,2,336
ENSG00000104365,IKBKB,42271301,42332460,30,338
ENSG00000104368,PLAT,42174717,42207709,12,226
ENSG00000104371,DKK4,42374062,42377229,1,54
ENSG00000104611,SH2D4A,19313692,19396218,6,653
ENSG00000104613,INTS10,19817390,19852083,19,304
ENSG00000104626,ERI1,9002146,9116746,9,1282
ENSG00000104635,SLC39A14,22367277,22434129,12,613
ENSG00000104643,MTMR9,11284815,11328146,4,398
ENSG00000104660,LEPROTL1,30095407,30177208,8,584
ENSG00000104671,DCTN6,30156318,30183639,6,39
ENSG00000104679,R3HCC1,23270119,23296279,10,271
ENSG00000104687,GSR,30678065,30727846,6,466
ENSG00000104689,TNFRSF10A,23190451,23225102,4,271
ENSG00000104691,UBXN8,30729130,30767006,10,320
ENSG00000104695,PPP2CB,30774456,30814314,10,324
ENSG00000104714,ERICH1,614745,738106,11,1692
ENSG00000104722,NEFM,24913757,24919098,6,25
ENSG00000104723,TUSC3,15417214,15766649,13,3795
ENSG00000104728,ARHGEF10,1823925,1958641,15,1
ENSG00000104738,MCM4,47960184,47978160,16,92
ENSG00000104755,ADAM2,39743734,39838227,7,596
ENSG00000104756,KCTD9,25427846,25458476,11,218
ENSG00000104760,FGL1,17864379,17910365,11,576
ENSG00000104763,ASAH1,18055991,18084998,69,454
ENSG00000104765,BNIP3L,26383053,26505636,7,936
ENSG00000120875,DUSP4,29333063,29350684,2,148
ENSG00000120885,CLU,27596916,27614700,17,158
ENSG00000120889,TNFRSF10B,23020132,23069031,8,388
ENSG00000120896,SORBS3,22544985,22575788,22,200
ENSG00000120899,PTK2B,27311481,27459391,17,913
ENSG00000120903,CHRNA2,27459755,27479883,13,184
ENSG00000120907,ADRA1A,26748149,26867278,11,930
ENSG00000120910,PPP3CC,22440818,22541142,8,583
ENSG00000120913,PDLIM2,22578278,22598025,21,183
ENSG00000120915,EPHX2,27490780,27545564,12,413
ENSG00000120925,RNF170,42849636,42897290,9,242
ENSG00000120992,LYPLA1,54046366,54102017,15,302
ENSG00000127589,TUBBP1,30351872,30353518,2,21
ENSG00000129422,MTUS1,17643794,17801094,29,1839
ENSG00000129691,ASH2L,38105492,38144076,12,214
ENSG00000129696,TTI2,33473385,33513185,6,304
ENSG00000130227,XPO7,21919661,22006585,9,559
ENSG00000131203,IDO1,39902274,39928790,9,211
ENSG00000131931,THAP1,42836673,42843325,4,72
ENSG00000133863,TEX15,30831543,30913008,3,397
ENSG00000133872,SARAF,30063002,30083208,14,203
ENSG00000133874,RNF122,33547753,33567128,1,167
ENSG00000133878,DUSP26,33591329,33600023,3,119
ENSG00000134013,LOXL2,23296896,23425328,15,1488
ENSG00000134014,ELP3,28089672,28191156,19,657
ENSG00000134020,PEBP4,22713250,23000000,3,1301
ENSG00000134028,-,24384284,24406013,-,-
ENSG00000136573,BLK,11486893,11564599,6,959
ENSG00000136574,GATA4,11676958,11760002,9,826
ENSG00000137547,MRPL15,54135240,54148514,3,85
ENSG00000145002,FAM86B2,12424410,12436406,4,164
ENSG00000147316,MCPH1,6406591,6648508,7,2834
ENSG00000147324,MFHAS1,8783353,8893630,4,1093
ENSG00000147364,FBXO25,406427,477967,10,848
ENSG00000147408,CSGALNACT1,19404160,19758029,16,3314
ENSG00000147416,ATP6V1B2,20197380,20226819,6,231
ENSG00000147419,CCDC25,27733315,27772653,12,346
ENSG00000147421,HMBOX1,28890394,29064764,16,708
ENSG00000147432,CHRNB3,42697365,42737407,3,448
ENSG00000147434,CHRNA6,42752619,42796392,5,357
ENSG00000147437,GNRH1,25419257,25424654,2,23
ENSG00000147439,BIN3,22620417,22669148,12,325
ENSG00000147443,DOK2,21908872,21913690,6,97
ENSG00000147454,SLC25A37,23528955,23575463,12,581
ENSG00000147457,CHMP7,23243636,23262000,10,224
ENSG00000147459,DOCK5,25184688,25418082,12,1611
ENSG00000147465,STAR,38142699,38150992,4,44
ENSG00000147471,PLPBP,37762594,37779768,9,89
ENSG00000147475,ERLIN2,37736600,37758422,11,88
ENSG00000147481,SNTG1,49909788,50796692,9,6501
ENSG00000147485,PXDNL,51319576,51809445,4,3789
ENSG00000147488,ST18,52110837,52460959,24,2194
ENSG00000147509,RGS20,53851794,53959303,10,647
ENSG00000147526,TACC1,38728185,38853028,29,641
ENSG00000147533,GOLGA7,41488199,41511095,7,201
ENSG00000147535,-,38263129,38269243,-,-
ENSG00000147536,GINS4,41529217,41545030,9,186
ENSG00000147548,NSD3,38269703,38382272,12,417
ENSG00000154316,TDH,11339636,11368452,5,337
ENSG00000154319,FAM167A,11421475,11475908,7,474
ENSG00000154328,NEIL2,11769638,11787345,7,272
ENSG00000154359,LONRF1,12721905,12756073,9,326
ENSG00000155189,AGPAT5,6708641,6761503,7,498
ENSG00000155970,MICU3,17027237,17122642,6,749
ENSG00000155975,VPS37A,17246930,17302427,11,402
ENSG00000156006,NAT2,18391281,18401218,2,142
ENSG00000156011,PSD3,18527302,19084730,20,5821
ENSG00000156675,RAB11FIP1,37858617,37899497,6,196
ENSG00000156687,UNC5D,35235474,35796550,7,3012
ENSG00000156735,BAG4,38176532,38213301,4,163
ENSG00000157110,RBPMS,30384510,30572256,20,997
ENSG00000157168,NRG1,31639221,32855666,22,7956
ENSG00000158669,GPAT4,41577186,41625001,11,297
ENSG00000158806,NPM2,22024124,22036897,14,149
ENSG00000158815,FGF17,22042397,22048809,4,99
ENSG00000158856,DMTN,22048994,22082527,23,317
ENSG00000158863,FHIP2B,22089149,22104911,12,208
ENSG00000158941,CCAR2,22604756,22620964,14,180
ENSG00000159167,STC1,23841928,23854806,2,132
ENSG00000164733,CTSB,11842523,11869533,33,349
ENSG00000164741,DLC1,13083360,13604610,18,5851
ENSG00000164743,-,13566868,13568288,-,-
ENSG00000164808,SPIDR,47260877,47736306,28,2178
ENSG00000164816,DEFA5,7055303,7056739,1,124
ENSG00000164821,DEFA4,6935819,6938306,1,89
ENSG00000164822,DEFA6,6924696,6926076,1,125
