Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000001617,SEMA3F,50155044,50189075,9,140
ENSG00000003756,RBM5,50088918,50119021,26,65
ENSG00000004534,RBM6,49940006,50100045,20,809
ENSG00000004838,ZMYND10,50341109,50345732,9,6
ENSG00000007402,CACNA2D2,50362612,50504244,8,689
ENSG00000008226,DLEC1,38039204,38124025,7,599
ENSG00000008300,CELSR3,48636462,48662886,4,75
ENSG00000008324,-,42581839,42596934,-,-
ENSG00000010256,UQCRC1,48599001,48610976,10,73
ENSG00000010282,HHATL,42692662,42702824,12,48
ENSG00000010318,PHF7,52410659,52423641,11,62
ENSG00000010319,SEMA3G,52433034,52445103,3,92
ENSG00000010322,NISCH,52455117,52493068,14,202
ENSG00000010327,STAB1,52495337,52524495,9,178
ENSG00000011198,ABHD5,43690107,43734371,7,246
ENSG00000011376,LARS2,45388560,45554726,8,925
ENSG00000012171,SEMA3B,50267557,50277546,15,34
ENSG00000012223,LTF,46435644,46485234,9,455
ENSG00000016391,CHDH,53812334,53846419,3,224
ENSG00000016864,GLT8D1,52694485,52706032,15,59
ENSG00000023330,ALAS1,52198085,52214327,6,86
ENSG00000033867,SLC4A7,27372720,27484420,18,785
ENSG00000041880,PARP3,51942344,51948867,9,28
ENSG00000047849,MAP4,47850689,48089272,16,964
ENSG00000055955,ITIH4,52812961,52830688,15,192
ENSG00000055957,ITIH1,52777594,52792068,12,142
ENSG00000056736,IL17RB,53846567,53865794,3,141
ENSG00000060971,ACAA1,38103128,38137242,20,47
ENSG00000067560,RHOA,49359138,49412998,6,311
ENSG00000068001,HYAL2,50317789,50322782,10,27
ENSG00000068028,RASSF1,50329781,50340980,10,58
ENSG00000068745,IP6K2,48688002,48740353,28,250
ENSG00000070950,RAD18,8775401,8963773,10,931
ENSG00000071282,-,8501806,8574668,-,-
ENSG00000072756,TRNT1,3126932,3153435,11,262
ENSG00000075914,EXOSC7,44975240,45036066,11,359
ENSG00000075975,MKRN2,12557056,12586208,3,128
ENSG00000076201,PTPN23,47381010,47413435,6,152
ENSG00000076242,MLH1,36993225,37050896,23,319
ENSG00000077092,RARB,24687886,25597932,8,3578
ENSG00000077097,TOP2B,25597977,25664909,7,307
ENSG00000088538,DOCK3,50674926,51384198,1,3675
ENSG00000088543,C3orf18,50558024,50571027,11,106
ENSG00000088726,TMEM40,12733527,12769457,8,376
ENSG00000088727,KIF9,47227997,47283451,13,153
ENSG00000090097,PCBP4,51957453,51974016,18,59
ENSG00000091181,IL5RA,3066323,3126613,11,636
ENSG00000091317,CMTM6,32481311,32502852,3,115
ENSG00000092345,DAZL,16586791,16670306,3,796
ENSG00000093167,LRRFIP2,37052625,37183689,20,650
ENSG00000093183,SEC22C,42547968,42601080,16,344
ENSG00000093217,XYLB,38346759,38421348,5,656
ENSG00000113811,SELENOK,53884416,53891885,5,63
ENSG00000113812,ACTR8,53867065,53882152,6,108
ENSG00000113851,CRBN,3144627,3179727,15,301
ENSG00000114026,OGG1,9749943,9788219,18,218
ENSG00000114166,KAT2B,20040445,20154404,5,1054
ENSG00000114251,WNT5A,55465714,55490539,7,174
ENSG00000114268,PFKFB4,48517683,48562015,15,228
ENSG00000114270,COL7A1,48564072,48595329,10,104
ENSG00000114302,PRKAR2A,48744596,48847874,7,413
ENSG00000114316,USP4,49277143,49340712,14,274
ENSG00000114349,GNAT1,50191609,50197696,5,30
ENSG00000114353,GNAI2,50226291,50259362,12,144
ENSG00000114378,HYAL1,50299889,50312381,9,87
ENSG00000114383,TUSC2,50320026,50328251,6,18
