Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000012983,MAP4K5,50418500,50561126,10,694
ENSG00000020426,MNAT1,60734741,60969965,9,1212
ENSG00000020577,SAMD4A,54566116,54793315,13,1399
ENSG00000032219,ARID4A,58298503,58373887,11,298
ENSG00000053770,AP5M1,57268923,57298742,9,101
ENSG00000070269,TMEM260,56488353,56650606,16,1341
ENSG00000070367,EXOC5,57200506,57268905,11,397
ENSG00000073712,FERMT2,52857267,52952435,15,636
ENSG00000087299,L2HGDH,50237562,50312229,7,506
ENSG00000087301,TXNDC16,52430595,52552522,4,805
ENSG00000087302,RTRAF,51989513,52010694,7,177
ENSG00000087303,NID2,52004808,52069059,8,572
ENSG00000092009,-,24505352,24508265,-,-
ENSG00000092010,PSME1,24136162,24138967,10,23
ENSG00000092020,PPP2R3C,35085466,35122517,20,71
ENSG00000092036,HAUS4,22946227,22957161,21,8
ENSG00000092051,JPH4,23568037,23578790,5,57
ENSG00000092054,MYH7,23412739,23435660,1,175
ENSG00000092067,CEBPE,23117035,23120256,1,64
ENSG00000092068,SLC7A8,23125294,23183674,14,381
ENSG00000092094,OSGEP,20446400,20455089,12,91
ENSG00000092096,SLC22A17,23346313,23352912,11,92
ENSG00000092098,RNF31,24146682,24160660,25,75
ENSG00000092108,SCFD1,30622290,30737694,24,592
ENSG00000092140,G2E3,30559157,30620064,14,229
ENSG00000092148,HECTD1,31100116,31207804,19,779
ENSG00000092199,HNRNPC,21209135,21269494,33,403
ENSG00000092200,RPGRIP1,21280082,21351301,13,481
ENSG00000092201,SUPT16H,21351475,21384019,8,161
ENSG00000092203,TOX4,21476596,21499175,12,137
ENSG00000092208,GEMIN2,39114284,39136973,12,203
ENSG00000092295,TGM1,24249113,24264432,9,115
ENSG00000092330,TINF2,24238285,24242663,15,21
ENSG00000100439,ABHD4,22598289,22612963,10,87
ENSG00000100441,KHNYN,24429285,24441843,6,118
ENSG00000100442,FKBP3,45115598,45135319,4,80
ENSG00000100445,SDR39U1,24439765,24442905,21,18
ENSG00000100448,CTSG,24573517,24576250,2,72
ENSG00000100450,-,24606479,24609699,-,-
ENSG00000100453,-,24630953,24634267,-,-
ENSG00000100461,RBM23,22893203,22919182,33,207
ENSG00000100462,PRMT5,22920524,22929408,28,47
ENSG00000100473,COCH,30874513,30895065,11,221
ENSG00000100478,AP4S1,31025105,31130996,12,538
ENSG00000100479,POLE2,49643554,49688422,11,346
ENSG00000100483,VCPKMT,50108631,50116600,5,142
ENSG00000100485,SOS2,50117129,50231578,6,758
ENSG00000100490,CDKL1,50326264,50416461,11,486
ENSG00000100503,NIN,50719762,50831162,18,704
ENSG00000100504,PYGL,50857890,50944483,7,651
ENSG00000100505,TRIM9,50975261,51096061,6,1011
ENSG00000100519,PSMC6,52707177,52728590,19,150
ENSG00000100522,GNPNAT1,52775192,52791668,5,85
ENSG00000100523,DDHD1,53036744,53153323,10,714
ENSG00000100526,CDKN3,54396848,54420218,12,207
ENSG00000100528,CNIH1,54423560,54441391,7,134
ENSG00000100532,CGRRF1,54509811,54539292,9,224
ENSG00000100557,CCDC198,57469299,57493867,11,197
ENSG00000100567,-,58244842,58272012,-,-
ENSG00000100575,TIMM9,58408494,58427531,10,2
ENSG00000100578,KIAA0586,58427384,58551297,15,611
ENSG00000100592,DAAM1,59188645,59371405,13,1127
ENSG00000100612,DHRS7,60144118,60169856,12,6
ENSG00000100614,PPM1A,60245751,60299087,8,268
ENSG00000100625,SIX4,60709538,60724351,3,125
ENSG00000100802,C14orf93,22985893,23010166,21,57
ENSG00000100804,PSMB5,23016542,23035230,6,129
ENSG00000100813,ACIN1,23058563,23095614,23,251
ENSG00000100814,CCNB1IP1,20311367,20333312,16,162
ENSG00000100823,APEX1,20455190,20457772,20,13
ENSG00000100836,PABPN1,23321456,23326163,8,6
ENSG00000100842,EFS,23356402,23365752,3,75
ENSG00000100852,ARHGAP5,32076113,32159728,11,340
ENSG00000100867,DHRS2,23630114,23645639,10,142
ENSG00000100883,SRP54,34981956,35029686,14,364
ENSG00000100884,CPNE6,24070836,24078100,19,38
ENSG00000100888,CHD8,21385193,21456126,14,327
ENSG00000100889,-,24094052,24110598,-,-
ENSG00000100890,PRORP,35121845,35277622,11,1038
ENSG00000100897,DCAF11,24114194,24125242,38,44
ENSG00000100902,-,35278632,35317493,-,-
ENSG00000100906,NFKBIA,35401078,35404749,10,95
ENSG00000100908,EMC9,24138958,24141591,7,8
ENSG00000100911,PSME2,24143361,24147570,18,21
ENSG00000100916,BRMS1L,35826337,35932325,6,569
ENSG00000100918,REC8,24171852,24180257,13,76
ENSG00000100926,TM9SF1,24189148,24195687,12,38
ENSG00000100934,SEC23A,39031918,39109646,15,538
ENSG00000100938,GMPR2,24232421,24239242,31,24
ENSG00000100941,PNN,39175182,39183220,6,52
ENSG00000100949,RABGGTA,24265537,24271611,21,30
ENSG00000100968,NFATC4,24365672,24379604,33,115
ENSG00000125375,DMAC2L,50312323,50335558,11,169
ENSG00000125378,BMP4,53949735,53958761,9,56
ENSG00000125384,PTGER2,52314304,52328598,2,156
ENSG00000126773,PCNX4,60091910,60169133,13,492
ENSG00000126775,ATG14,55366390,55411830,2,382
ENSG00000126777,KTN1,55559071,55701526,25,884
ENSG00000126778,SIX1,60643420,60658259,5,70
ENSG00000126787,DLGAP5,55148111,55191608,5,332
ENSG00000126790,L3HYPDH,59460362,59484408,9,130
ENSG00000129460,NGDN,23469678,23509862,13,281
ENSG00000129465,RIPK3,24336024,24340022,7,21
ENSG00000129467,ADCY4,24318348,24335093,19,134
ENSG00000129472,RAB2B,21459019,21476960,5,127
ENSG00000129473,BCL2L2,23298789,23311751,6,41
ENSG00000129474,-,22971176,22982551,-,-
ENSG00000129480,-,31446035,31457506,-,-
ENSG00000129484,PARP2,20343614,20357904,11,100
ENSG00000129493,HEATR5A,31291787,31420550,9,744
ENSG00000129514,FOXA1,37589551,37596059,5,92
ENSG00000129515,SNX6,34561092,34630160,10,467
ENSG00000129518,EAPP,34515937,34539704,5,209
ENSG00000129521,EGLN3,33924226,34462774,11,4561
ENSG00000129534,MIS18BP1,45203189,45253540,12,229
ENSG00000129535,NRL,24078661,24115010,6,173
ENSG00000129538,RNASE1,20801227,20802855,5,74
ENSG00000129559,-,24216856,24232367,-,-
ENSG00000129562,DAD1,22564906,22589224,5,303
ENSG00000129566,TEP1,20365666,20413501,11,371
ENSG00000131951,LRRC9,59919712,60066817,6,882
ENSG00000131966,-,58200079,58235636,-,-
ENSG00000131969,-,50872052,50904970,-,-
ENSG00000131979,GCH1,54842007,54902826,7,517
ENSG00000131981,LGALS3,55124109,55145423,7,209
ENSG00000136305,CIDEB,24305186,24311430,6,15
ENSG00000136315,-,20919360,20920299,-,-
ENSG00000136319,TTC5,20256557,20305960,7,498
ENSG00000136327,-,36580003,36582614,-,-
ENSG00000136352,-,36473287,36521149,-,-
ENSG00000136367,-,23520856,23556192,-,-
ENSG00000139865,TTC6,37595628,38041442,10,2677
ENSG00000139874,SSTR1,38207903,38213067,1,44
ENSG00000139880,CDH24,23047061,23057538,6,68
ENSG00000139890,REM2,22883221,22887678,2,41
ENSG00000139899,CBLN3,24426544,24430954,2,75
ENSG00000139908,-,24205695,24208362,-,-
