Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000141956,PRDM15,41798224,41879482,16,1032
ENSG00000141959,PFKL,44300050,44327376,12,263
ENSG00000142149,HUNK,31873019,32044633,4,1390
ENSG00000142156,COL6A1,45981769,46005050,7,491
ENSG00000142166,IFNAR1,33324386,33359864,3,551
ENSG00000142168,SOD1,31659665,31668931,4,58
ENSG00000142173,COL6A2,46098111,46132848,8,559
ENSG00000142178,SIK1,43414482,43427131,2,217
ENSG00000142182,DNMT3L,44246338,44262216,4,184
ENSG00000142185,TRPM2,44350162,44443081,8,1001
ENSG00000142188,TMEM50B,33432484,33479974,10,2
ENSG00000142192,APP,25880534,26171128,17,2166
ENSG00000142197,DOP1B,36156781,36294274,4,976
ENSG00000142207,URB1,32311017,32393012,3,486
ENSG00000154639,CXADR,17513042,17593579,5,664
ENSG00000154640,BTG3,17593652,17612945,6,116
ENSG00000154642,C21orf91,17788973,17819386,6,114
ENSG00000154645,CHODL,17901262,18267373,7,2969
ENSG00000154646,TMPRSS15,18269115,18485879,3,1578
ENSG00000154654,NCAM2,20998408,21543329,5,4243
ENSG00000154719,MRPL39,25585655,25607517,3,197
ENSG00000154721,JAM2,25639257,25717562,7,490
ENSG00000154723,ATP5PF,25716502,25735673,8,91
ENSG00000154727,GABPA,25734569,25772460,3,166
ENSG00000154734,ADAMTS1,26835754,26845409,6,137
ENSG00000154736,ADAMTS5,26917921,26967088,1,147
ENSG00000155304,HSPA13,14371114,14383484,2,134
ENSG00000155307,SAMSN1,14485227,14658821,6,897
ENSG00000155313,USP25,15729981,15880064,10,875
ENSG00000156239,N6AMT1,28872190,28885371,3,231
ENSG00000156253,RWDD2B,29004383,29019360,7,118
ENSG00000156256,USP16,29024628,29054488,6,119
ENSG00000156261,CCT8,29055804,29073797,12,80
ENSG00000156265,MAP3K7CL,29077220,29175889,16,684
ENSG00000156273,BACH1,29194070,29630751,13,1985
ENSG00000156282,CLDN17,30165564,30166805,1,97
ENSG00000156284,CLDN8,30214005,30216097,1,30
ENSG00000156299,TIAM1,31118415,31559977,7,3184
ENSG00000156304,SCAF4,31670999,31732118,6,328
ENSG00000157538,VPS26C,37223419,37267919,13,154
ENSG00000157540,DYRK1A,37365572,37526358,9,1036
ENSG00000157542,KCNJ6,37607372,38121345,1,2309
ENSG00000157551,KCNJ15,38155548,38307357,21,882
ENSG00000157554,ERG,38380026,38661780,16,2022
ENSG00000157557,ETS2,38805182,38824955,4,217
ENSG00000157578,LCA5L,39405727,39445805,21,199
ENSG00000157601,MX1,41420019,41470071,18,448
ENSG00000157617,C2CD2,41885111,41954018,8,636
ENSG00000159055,MIS18A,32268227,32279049,2,94
ENSG00000159079,CFAP298,32592078,32612603,8,2
ENSG00000159082,SYNJ1,32628758,32728040,11,410
ENSG00000159086,PAXBP1,32733898,32771792,9,137
ENSG00000159110,IFNAR2,33205281,33265675,10,293
ENSG00000159128,IFNGR2,33403412,33479348,6,590
ENSG00000159131,GART,33503930,33543491,18,282
ENSG00000159140,SON,33543037,33577481,20,171
ENSG00000159147,DONSON,33559541,33588706,13,58
ENSG00000159197,KCNE2,34364005,34371381,1,82
ENSG00000159200,RCAN1,34513141,34615113,14,902
ENSG00000159212,CLIC6,34668993,34718227,2,367
ENSG00000159216,RUNX1,34787800,36004667,17,8748
ENSG00000159228,-,36069940,36073166,-,-
ENSG00000159231,-,36135078,36146562,-,-
ENSG00000159256,MORC3,36320188,36386148,12,457
ENSG00000159259,CHAF1B,36385391,36419015,3,208
ENSG00000159261,CLDN14,36460620,36576569,6,298
ENSG00000159263,SIM2,36699114,36749917,5,276
ENSG00000159267,HLCS,36748625,36990236,7,1722
ENSG00000160179,ABCG1,42199688,42297244,11,876
ENSG00000160180,TFF3,42311666,42315409,4,121
ENSG00000160181,TFF2,42346356,42350997,3,154
ENSG00000160182,TFF1,42362281,42366535,1,144
ENSG00000160183,TMPRSS3,42371886,42396091,8,280
ENSG00000160185,UBASH3A,42403446,42447684,9,400
ENSG00000160188,RSPH1,42472485,42496246,3,241
ENSG00000160190,SLC37A1,42496007,42581440,9,806
ENSG00000160191,PDE9A,42653620,42775509,28,1123
ENSG00000160193,WDR4,42843093,42879568,7,495
ENSG00000160194,NDUFV3,42879643,42913304,4,345
ENSG00000160199,PKNOX1,42974509,43033931,11,699
ENSG00000160200,CBS,43053190,43076943,17,276
ENSG00000160201,U2AF1,43092955,43107570,12,147
ENSG00000160202,CRYAA,43169007,43172805,5,99
ENSG00000160207,HSF2BP,43529185,43659488,2,752
ENSG00000160208,RRP1B,43659559,43696079,2,186
ENSG00000160209,PDXK,43719093,43762307,19,448
ENSG00000160213,CSTB,43772510,43776330,4,133
ENSG00000160214,RRP1,43789512,43805293,7,219
ENSG00000160216,AGPAT3,43865222,43987592,18,1011
ENSG00000160218,TRAPPC10,44012308,44106552,12,677
ENSG00000160221,GATD3,44133609,44210114,11,147
ENSG00000160223,ICOSLG,44215381,44241446,4,265
ENSG00000160224,AIRE,44285837,44298648,5,247
ENSG00000160226,CFAP410,44328943,44339402,7,90
ENSG00000160233,LRRC3,44455509,44462196,1,68
ENSG00000160255,ITGB2,44885952,44931989,24,612
ENSG00000160256,SLX9,44940024,44976973,5,459
ENSG00000160282,FTCD,46136159,46155579,12,338
ENSG00000160284,SPATC1L,46161147,46184476,2,478
ENSG00000160285,LSS,46188140,46228824,11,356
ENSG00000160294,MCM3AP,46235132,46286297,10,247
ENSG00000160298,C21orf58,46300180,46323875,10,211
ENSG00000160299,PCNT,46324123,46445769,8,1278
ENSG00000160305,DIP2A,46458890,46570015,12,925
ENSG00000160307,S100B,46598603,46605208,3,165
ENSG00000160310,PRMT2,46635594,46665124,16,299
ENSG00000166265,CYYR1,26466208,26573286,2,25
ENSG00000166351,POTED,13609776,13645823,2,123
ENSG00000166979,EVA1C,32412005,32515397,13,866
