Gene ID,Symbol,Region Start,Region End,# Transcripts,# Variants
ENSG00000001626,CFTR,117287119,117715971,11,1150
ENSG00000001629,ANKIB1,92245973,92401383,7,662
ENSG00000001630,CYP51A1,92084986,92134803,5,120
ENSG00000001631,KRIT1,92197497,92246166,24,223
ENSG00000002079,MYH16,99238828,99311130,5,425
ENSG00000002726,AOC1,150824626,150861504,7,392
ENSG00000002745,WNT16,121325366,121341104,2,145
ENSG00000002746,HECW1,43112628,43566001,11,2985
ENSG00000002822,MAD1L1,1815792,2233243,23,4835
ENSG00000002933,TMEM176A,150800402,150805118,11,33
ENSG00000003147,ICA1,8113183,8262687,18,1315
ENSG00000004059,-,127588385,127591700,-,0
ENSG00000004766,VPS50,93232339,93361123,20,631
ENSG00000004799,PDK4,95583498,95596516,5,158
ENSG00000004846,ABCB5,20615666,20777038,6,1560
ENSG00000004864,SLC25A13,96120219,96322147,8,999
ENSG00000004866,ST7,116953237,117230176,30,1220
ENSG00000004948,CALCR,93424485,93574730,7,978
ENSG00000005020,SKAP2,26667067,26995239,9,1793
ENSG00000005073,HOXA11,27181156,27185232,2,32
ENSG00000005075,POLR2J,102473127,102478922,2,53
ENSG00000005108,THSD7A,11370364,11832198,5,2578
ENSG00000005249,PRKAR2B,107044704,107161811,3,693
ENSG00000005421,PON1,95297675,95324532,4,195
ENSG00000005469,CROT,87345663,87399794,7,257
ENSG00000005471,ABCB4,87401695,87480435,10,435
ENSG00000005483,KMT2E,104940942,105115019,16,613
ENSG00000005486,RHBDD2,75842601,75888926,9,329
ENSG00000005981,ASB4,95478443,95540233,3,418
ENSG00000006128,TAC1,97732083,97740472,5,135
ENSG00000006377,-,97005552,97011040,-,0
ENSG00000006451,RALA,39623564,39708120,5,469
ENSG00000006453,BAIAP2L1,98291649,98401090,5,587
ENSG00000006459,KDM7A,140084745,140176983,3,568
ENSG00000006468,ETV1,13891228,13991425,23,970
ENSG00000006530,AGK,141551277,141655244,11,460
ENSG00000006576,PHTF2,77798772,77957503,12,848
ENSG00000006606,CCL26,75769532,75789896,2,272
ENSG00000006625,GGCT,30496620,30504841,8,123
ENSG00000006634,DBF4,87876215,87909553,8,145
ENSG00000006652,IFRD1,112422886,112481017,17,526
ENSG00000006704,GTF2IRD1,74453789,74602605,7,988
ENSG00000006715,VPS41,38722973,38932394,14,1449
ENSG00000006747,SCIN,12570576,12660182,10,719
ENSG00000008256,CYTH3,6161778,6272644,11,838
ENSG00000008277,ADAM22,87934142,88202889,11,1421
ENSG00000008282,SYPL1,106090504,106112589,7,185
ENSG00000008311,AASS,122064582,122144308,7,367
ENSG00000009335,UBE3C,157138925,157269370,9,1075
ENSG00000009950,MLXIPL,73593193,73624543,11,301
ENSG00000009954,BAZ1B,73440405,73522293,3,415
ENSG00000010270,STARD3NL,38178244,38230670,7,411
ENSG00000011275,RNF216,5620046,5781696,9,1536
ENSG00000011426,ANLN,36389820,36453791,13,432
ENSG00000013374,NUB1,151341771,151378449,12,347
ENSG00000015520,NPC1L1,44512534,44541330,4,148
ENSG00000015676,NUDCD3,44379118,44490658,11,608
ENSG00000019991,HGF,81699009,81770438,10,409
ENSG00000020219,CCT8L1P,152445476,152447150,1,38
ENSG00000021461,CYP3A43,99828012,99866093,17,231
ENSG00000033050,ABCF2,151211483,151227205,6,149
ENSG00000033100,CHPF2,151232482,151240979,4,66
ENSG00000042813,ZPBP,49850420,50121329,6,1235
ENSG00000048052,HDAC9,18086948,19002416,29,5976
ENSG00000048405,ZNF800,127346789,127431924,8,608
ENSG00000049540,ELN,74027788,74069907,34,290
ENSG00000049541,RFC2,74231498,74254458,13,168
ENSG00000050327,ARHGEF5,144355287,144380632,4,116
ENSG00000050344,NFE2L3,26152197,26187137,3,340
ENSG00000055118,KCNH2,150944960,150978321,6,275
ENSG00000055130,CUL1,148697913,148801110,4,617
ENSG00000055609,KMT2C,152134921,152436644,13,1999
ENSG00000058091,CDK14,90466423,91210590,15,4642
ENSG00000058404,CAMK2B,44210018,44334577,26,796
ENSG00000059377,TBXAS1,139777050,140020325,20,1670
ENSG00000059378,PARP12,140023748,140062951,12,383
ENSG00000062582,MRPS24,43866557,43869893,5,79
ENSG00000064393,HIPK2,139561569,139777998,3,1274
ENSG00000064419,TNPO3,128954179,129055173,5,544
ENSG00000065883,CDK13,39950120,40099580,7,896
ENSG00000066923,STAG3,100177562,100214387,19,200
ENSG00000067601,PMS2P4,67295607,67299424,2,201
ENSG00000070669,-,97851676,97872542,-,0
ENSG00000070882,OSBPL3,24796539,24981634,14,1347
ENSG00000071189,SNX13,17790760,17940501,13,893
ENSG00000071243,ING3,120950762,120977216,6,152
ENSG00000071462,BUD23,73683596,73698212,18,122
ENSG00000073067,CYP2W1,983180,989640,5,156
ENSG00000075142,SRI,88205114,88226993,10,139
ENSG00000075213,SEMA3A,83955776,84492724,7,4363
ENSG00000075223,SEMA3C,80742537,80922359,9,1226
ENSG00000075303,SLC25A40,87833567,87876360,8,222
ENSG00000075618,FSCN1,5592815,5606655,5,244
ENSG00000075624,ACTB,5526408,5563902,13,497
ENSG00000075790,BCAP29,107580245,107629170,17,279
ENSG00000077063,CTTNBP2,117710650,117874139,12,822
ENSG00000077080,ACTL6B,100643096,100656448,6,62
ENSG00000077454,LRCH4,100574010,100586129,11,29
ENSG00000077800,FKBP6,73328160,73358637,7,153
ENSG00000078053,AMPH,38383703,38631420,9,2101
ENSG00000078319,PMS2P1,100328835,100335860,1,135
ENSG00000078399,HOXA9,27162437,27175180,6,61
ENSG00000078487,ZCWPW1,100400825,100428992,8,133
ENSG00000078549,ADCYAP1R1,31052307,31111474,7,428
ENSG00000078967,UBE2D4,43926435,43956136,11,176
ENSG00000080802,CNOT4,135361794,135510145,12,898
ENSG00000081800,SLC13A1,123113530,123199972,4,478
ENSG00000081803,CADPS2,122318410,122886759,8,3323
ENSG00000082014,SMARCD3,151238763,151277896,15,272
ENSG00000083622,-,117604790,117647415,-,0
ENSG00000085514,PILRA,100367529,100400096,7,132
ENSG00000085563,ABCB1,87503016,87713323,11,1215
ENSG00000085662,AKR1B1,134442355,134459284,14,164
ENSG00000086232,EIF2AK1,6022246,6059175,10,280
ENSG00000086288,-,37848596,37900397,-,-
ENSG00000086289,EPDR1,37920639,37951936,4,1128
ENSG00000086300,SNX10,26291861,26374383,9,634
ENSG00000086730,LAT2,74199651,74229834,11,281
ENSG00000087077,TRIP6,100867386,100873454,9,44
ENSG00000087085,ACHE,100889993,100896974,14,53
ENSG00000087087,SRRT,100875102,100888664,19,84
ENSG00000090263,MRPS33,141002609,141015228,9,85
ENSG00000090266,NDUFB2,140690776,140722790,15,150
ENSG00000091073,DTX2,76461675,76505995,21,619
ENSG00000091127,PUS7,105439660,105522271,6,758
ENSG00000091128,LAMB4,108023547,108130361,8,591
ENSG00000091129,NRCAM,108147622,108456717,17,2164
ENSG00000091136,LAMB1,107923798,108003213,13,430
ENSG00000091137,SLC26A4,107660827,107717809,7,289
ENSG00000091138,SLC26A3,107765466,107803225,5,271
ENSG00000091140,DLD,107891161,107931730,14,270
ENSG00000091704,CPA1,130380338,130388114,9,113
ENSG00000091732,ZC3HC1,130018286,130051451,11,133
ENSG00000103200,-,140435315,140435787,1,95
ENSG00000105778,AVL9,32495425,32588726,9,892
ENSG00000105784,RUNDC3B,87627547,87832296,9,568
ENSG00000105792,CFAP69,90245173,90311063,13,453
ENSG00000105793,GTPBP10,90335222,90391453,12,512
ENSG00000105808,-,102579645,102616756,-,0
ENSG00000105810,CDK6,92604920,92836573,5,983
ENSG00000105819,PMPCB,103297406,103331818,8,165
ENSG00000105821,DNAJC2,103312288,103344830,11,68
ENSG00000105825,-,93885395,93890753,-,0
ENSG00000105829,BET1,93962761,94004382,7,206
ENSG00000105835,NAMPT,106248297,106285966,13,292
ENSG00000105849,POLR1F,19695460,19709037,2,176
ENSG00000105851,PIK3CG,106865277,106908980,5,221
ENSG00000105852,PON3,95359871,95396375,10,278
ENSG00000105854,PON2,95404861,95435329,18,234
ENSG00000105855,ITGB8,20330701,20415754,5,565
ENSG00000105856,HBP1,107168960,107202522,15,215
ENSG00000105865,DUS4L,107563483,107578523,11,72
ENSG00000105866,SP4,21428042,21514822,4,805
ENSG00000105875,WDR91,135183838,135211555,9,262
ENSG00000105877,DNAH11,21543038,21901839,12,3589
ENSG00000105879,CBLL1,107743072,107761667,8,73
ENSG00000105880,DLX5,97020395,97024950,3,68
ENSG00000105887,MTPN,135926759,135977359,2,322
ENSG00000105889,STEAP1B,22419443,22727613,5,1649
ENSG00000105894,PTN,137227340,137343774,2,817
ENSG00000105926,PALS2,24573267,24694193,9,917
ENSG00000105928,GSDME,24698354,24757940,14,474
ENSG00000105929,ATP6V0A4,138706293,138799560,7,851
ENSG00000105939,ZC3HAV1,139043514,139132122,4,514
ENSG00000105948,TTC26,139133743,139191986,10,408
ENSG00000105953,OGDH,44606571,44709066,10,601
ENSG00000105954,NPVF,25224569,25228486,1,138
ENSG00000105963,ADAP1,897899,955407,18,1166
ENSG00000105967,TFEC,115935147,116159896,9,1321
ENSG00000105968,H2AZ2,44826790,44848087,8,140
ENSG00000105971,CAV2,116287379,116508541,15,51
ENSG00000105974,CAV1,116524993,116561179,9,310
ENSG00000105976,MET,116672195,116798377,7,585
ENSG00000105982,RNF32,156640280,156677130,14,224
ENSG00000105983,LMBR1,156668945,156893216,22,1386
ENSG00000105989,WNT2,117275450,117323152,4,246
ENSG00000105991,HOXA1,27092992,27096000,2,55
ENSG00000105993,DNAJB6,157335380,157417439,18,977
ENSG00000105996,HOXA2,27100353,27102686,2,20
ENSG00000105997,HOXA3,27106183,27152583,7,293
ENSG00000106003,LFNG,2512528,2529177,7,242
ENSG00000106004,-,27141051,27143681,-,-
ENSG00000106006,-,27145395,27150603,-,-
ENSG00000106009,BRAT1,2537809,2555694,6,273
ENSG00000106012,IQCE,2558971,2614733,17,629
ENSG00000106013,ANKRD7,118214668,118496171,7,1903
ENSG00000106018,VIPR2,159028174,159144867,4,1090
ENSG00000106025,TSPAN12,120787319,120858402,7,315
ENSG00000106028,SSBP1,141738333,141787922,15,429
ENSG00000106031,HOXA13,27193502,27200091,2,39
ENSG00000106034,CPED1,120988696,121297442,10,1685
ENSG00000106038,EVX1,27242699,27250493,4,16
ENSG00000106049,HIBADH,27525441,27662883,4,1050
ENSG00000106052,TAX1BP1,27739330,27844564,13,574
ENSG00000106066,CPVL,28995234,29195451,12,1264
ENSG00000106069,CHN2,29146546,29514328,30,2321
ENSG00000106070,GRB10,50590062,50793462,23,1435
ENSG00000106077,ABHD11,73736093,73738852,14,12
ENSG00000106078,COBL,51016211,51316818,10,1597
ENSG00000106080,FKBP14,30010586,30026702,4,3
ENSG00000106086,PLEKHA8,30027403,30130483,8,653
ENSG00000106089,STX1A,73699205,73719672,14,76
ENSG00000106100,NOD1,30424526,30478784,8,355
ENSG00000106105,GARS1,30580532,30634033,10,213
ENSG00000106113,CRHR2,30651941,30700129,8,331
ENSG00000106123,EPHB6,142855060,142871094,11,185
ENSG00000106125,MINDY4,30771416,30892387,3,1
ENSG00000106128,GHRHR,30938668,30993254,12,453
ENSG00000106133,NSUN5P2,72948484,72954717,5,11
ENSG00000106144,CASP2,143288214,143307696,7,85
ENSG00000106153,CHCHD2,56101572,56106476,2,90
ENSG00000106178,CCL24,75810824,75823356,2,240
ENSG00000106211,HSPB1,76302672,76304295,3,146
ENSG00000106236,NPTX2,98617284,98629869,2,113
ENSG00000106244,PDAP1,99392047,99408597,5,66
ENSG00000106245,BUD31,99408640,99419616,9,59
ENSG00000106246,PTCD1,99416738,99466163,5,134
ENSG00000106258,CYP3A5,99648193,99679996,15,166
ENSG00000106261,ZKSCAN1,100015571,100041689,6,157
ENSG00000106263,EIF3B,2354085,2380745,12,288
ENSG00000106266,SNX8,2251769,2354318,9,961
ENSG00000106268,NUDT1,2242225,2251146,9,108
ENSG00000106278,PTPRZ1,121873088,122062036,9,973
ENSG00000106290,TAF6,100106875,100119841,19,61
ENSG00000106299,WASL,123681942,123749003,1,408
ENSG00000106302,HYAL4,123828982,123877481,5,230
ENSG00000106304,SPAM1,123925236,123971414,6,265
ENSG00000106305,AIMP2,6009254,6023834,4,162
ENSG00000106327,TFR2,100620415,100642779,13,137
ENSG00000106328,FSCN3,127591408,127602144,5,43
ENSG00000106330,MOSPD3,100612101,100615384,8,47
ENSG00000106331,PAX4,127610291,127618142,8,96
ENSG00000106333,PCOLCE,100602362,100608175,10,21
ENSG00000106336,FBXO24,100583981,100601117,9,57
ENSG00000106341,PPP1R17,31687214,31708455,3,192
ENSG00000106344,RBM28,128297684,128343908,8,364
ENSG00000106346,USP42,6104948,6161564,7,510
ENSG00000106348,IMPDH1,128392276,128409986,17,193
ENSG00000106351,AGFG2,100539202,100568220,5,146
ENSG00000106355,LSM5,32485337,32495283,10,183
ENSG00000106366,SERPINE1,101127103,101139247,1,206
ENSG00000106367,AP1S1,101154455,101161596,3,123
ENSG00000106384,MOGAT3,101195006,101201038,3,140
ENSG00000106392,C1GALT1,7156933,7248616,7,1027
ENSG00000106397,PLOD3,101205976,101218420,16,121
ENSG00000106399,RPA3,7636517,7718607,7,753
ENSG00000106400,ZNHIT1,101218164,101224190,4,35
ENSG00000106404,CLDN15,101232091,101238820,8,88
ENSG00000106410,NOBOX,144397239,144410227,2,143
ENSG00000106415,GLCCI1,7968795,8094272,12,641
ENSG00000106436,MYL10,101613329,101629296,1,220
ENSG00000106443,PHF14,10973335,11169623,15,1353
ENSG00000106459,NRF1,129611719,129757082,7,871
ENSG00000106460,TMEM106B,12211269,12243367,8,434
ENSG00000106462,EZH2,148807256,148884321,10,440
ENSG00000106477,CEP41,130393770,130442433,19,258
ENSG00000106479,ZNF862,149838374,149867479,6,222
ENSG00000106483,SFRP4,37905931,38025695,3,554
ENSG00000106484,MEST,130486170,130506465,18,76
ENSG00000106511,MEOX2,15611211,15686683,1,578
ENSG00000106524,ANKMY2,16599778,16645817,6,410
ENSG00000106526,ACTR3C,150243915,150323725,6,690
ENSG00000106536,POU6F2,38977908,39493095,10,3416
ENSG00000106537,TSPAN13,16753754,16784536,2,384
ENSG00000106538,RARRES2,150338316,150341662,5,19
ENSG00000106540,-,39609716,39610280,-,-
ENSG00000106541,AGR2,16791810,16833433,7,541
ENSG00000106546,AHR,16916358,17346152,5,184
ENSG00000106554,CHCHD3,132784869,133082090,6,1730
ENSG00000106560,GIMAP2,150685696,150693641,3,87
ENSG00000106565,TMEM176B,150791284,150801360,6,190
ENSG00000106571,GLI3,41960948,42264100,6,1889
ENSG00000106588,PSMA2,42916827,42932185,5,1
ENSG00000106591,MRPL32,42932375,42948958,4,96
