Transcript ID,Region Start,Region End,# Variants
ENST00000002596,11393149,11428894,375
ENST00000002596,11393149,11428894,375
ENST00000040738,13568737,13627725,453
ENST00000040738,13568737,13627725,453
ENST00000057513,121131407,121164321,290
ENST00000057513,121131407,121164321,290
ENST00000061240,165873236,166104457,1969
ENST00000061240,165873236,166104457,1969
ENST00000177648,112297369,112441812,1111
ENST00000177648,112297369,112441812,1111
ENST00000205214,56338289,56387491,557
ENST00000205214,56338289,56387491,557
ENST00000209665,99412260,99435510,249
ENST00000209665,99412260,99435510,249
ENST00000209668,99276368,99290985,133
ENST00000209668,99276368,99290985,133
ENST00000226279,15778327,15853232,722
ENST00000226279,15778327,15853232,722
ENST00000226284,87799553,87812435,192
ENST00000226284,87799553,87812435,192
ENST00000226299,17577197,17607970,357
ENST00000226299,17577197,17607970,357
ENST00000226317,73836677,73838760,95
ENST00000226317,73836677,73838760,95
ENST00000226319,128809699,128875224,524
ENST00000226319,128809699,128875224,524
ENST00000226328,70722010,70793557,817
ENST00000226328,70722010,70793557,817
ENST00000226355,73481744,73504001,249
ENST00000226355,73481744,73504001,249
ENST00000226359,73436246,73455743,188
ENST00000226359,73436246,73455743,188
ENST00000226382,41744081,41748725,122
ENST00000226382,41744081,41748725,122
ENST00000226413,67737117,67754388,170
ENST00000226413,67737117,67754388,170
ENST00000226432,48986274,49062079,598
ENST00000226432,48986274,49062079,598
ENST00000226444,69841211,69860145,206
ENST00000226444,69841211,69860145,206
ENST00000226460,70360759,70367158,144
ENST00000226460,70360759,70367158,144
ENST00000226522,99881206,99894376,133
ENST00000226522,99881206,99894376,133
ENST00000226524,73853295,73854483,143
ENST00000226524,73853295,73854483,143
ENST00000226574,102501358,102617302,811
ENST00000226574,102501358,102617302,811
ENST00000226725,165207560,165323147,990
ENST00000226725,165207560,165323147,990
ENST00000226730,122451469,122456725,114
ENST00000226730,122451469,122456725,114
ENST00000226760,6269849,6303265,547
ENST00000226796,109815761,109824737,153
ENST00000226796,109815761,109824737,153
ENST00000226798,189940871,189963192,304
ENST00000226798,189940871,189963192,304
ENST00000226951,10486394,10684768,2215
ENST00000226951,10486394,10684768,2215
ENST00000227065,186144840,186172667,474
ENST00000227065,186144840,186172667,474
ENST00000230495,139698143,139698554,88
ENST00000230495,139698143,139698554,88
ENST00000237380,17614640,17634105,303
ENST00000237380,17614640,17634105,303
ENST00000237596,88007634,88077777,564
ENST00000237596,88007634,88077777,564
ENST00000237612,88090268,88158639,661
ENST00000237612,88090268,88158639,661
ENST00000237623,87975666,87983426,125
ENST00000237623,87975666,87983426,125
ENST00000237642,76306732,76311130,92
ENST00000237642,76306732,76311130,92
ENST00000237653,99204721,99219537,124
ENST00000237653,99204721,99219537,124
ENST00000237654,77047154,77075989,396
ENST00000237654,77047154,77075989,396
ENST00000240487,153555895,153636711,758
ENST00000240487,153555895,153636711,758
ENST00000240488,153344687,153415118,758
ENST00000240488,153344687,153415118,758
ENST00000240499,337813,384868,490
ENST00000243498,121801322,121817021,185
ENST00000243498,121801322,121817021,185
ENST00000243501,109709988,109730070,388
