Transcript ID,Region Start,Region End,# Variants
ENST00000000412,8940360,8949645,132
ENST00000000412,8940360,8949645,132
ENST00000001008,2794969,2805423,142
ENST00000005386,47661248,47706030,312
ENST00000005386,47661248,47706030,312
ENST00000007969,6904732,6914229,228
ENST00000008527,106991363,107093549,779
ENST00000008527,106991363,107093549,779
ENST00000009180,6200399,6238266,317
ENST00000010132,4590319,4613888,274
ENST00000010404,16347141,16364409,269
ENST00000010404,16347141,16364409,269
ENST00000011653,6789527,6820799,616
ENST00000011684,6310435,6328505,259
ENST00000011898,3077378,3286559,2999
ENST00000014914,12891561,12917937,472
ENST00000014914,12891561,12917937,472
ENST00000014930,12974869,13000265,293
ENST00000014930,12974869,13000265,293
ENST00000025399,15882393,15903014,197
ENST00000025399,15882393,15903014,197
ENST00000040584,54008984,54012769,158
ENST00000040584,54008984,54012769,158
ENST00000052754,91140483,91182817,276
ENST00000052754,91140483,91182817,276
ENST00000070846,32790754,32896777,997
ENST00000070846,32790754,32896777,997
ENST00000075120,7919229,7936187,324
ENST00000075120,7919229,7936187,324
ENST00000075503,10618922,10674052,587
ENST00000075503,10618922,10674052,587
ENST00000080059,47782721,47819903,400
ENST00000080059,47782721,47819903,400
ENST00000081029,27710831,27756295,388
ENST00000081029,27710831,27756295,388
ENST00000162391,8032715,8055517,235
ENST00000162391,8032715,8055517,235
ENST00000162749,6328770,6342076,205
ENST00000179259,4321212,4360028,410
ENST00000182377,29223664,29334073,1072
ENST00000182377,29223664,29334073,1072
ENST00000188312,100200814,100224424,265
ENST00000188312,100200814,100224424,265
ENST00000188376,98593624,98601997,135
ENST00000188376,98593624,98601997,135
ENST00000188403,100503359,100563642,528
ENST00000188403,100503359,100563642,528
ENST00000197268,13044380,13083449,284
ENST00000197268,13044380,13083449,284
ENST00000199280,49950736,49958878,101
ENST00000199280,49950736,49958878,101
ENST00000201015,27962321,27971983,233
ENST00000201015,27962321,27971983,233
ENST00000202773,112405188,112409605,101
ENST00000202773,112405188,112409605,101
ENST00000202831,113298766,113335120,406
ENST00000202831,113298766,113335120,406
ENST00000202917,112906961,112919903,141
ENST00000202917,112906961,112919903,141
ENST00000202967,120302320,120313249,273
ENST00000202967,120302320,120313249,273
ENST00000203629,6772519,6778455,100
ENST00000203630,6747995,6753141,151
ENST00000204726,132768901,132828869,1119
ENST00000204726,132768901,132828869,1119
ENST00000209873,53307459,53321610,190
ENST00000209873,53307459,53321610,190
ENST00000209875,54230941,54280122,313
ENST00000209875,54230941,54280122,313
ENST00000216407,68473740,68474902,99
ENST00000216407,68473740,68474902,99
ENST00000222396,30997037,31006010,147
ENST00000222396,30997037,31006010,147
ENST00000228251,10699088,10723323,273
ENST00000228251,10699088,10723323,273
ENST00000228264,31073859,31104791,569
ENST00000228264,31073859,31104791,569
ENST00000228284,108522703,108561159,386
ENST00000228284,108522703,108561159,386
ENST00000228289,133181473,133205023,297
ENST00000228289,133181473,133205023,297
ENST00000228306,120196706,120201211,136
ENST00000228306,120196706,120201211,136
ENST00000228307,120210446,120265771,399
ENST00000228307,120210446,120265771,399
ENST00000228318,98593685,98606367,135
ENST00000228318,98593685,98606367,135
ENST00000228345,912154,933076,351
ENST00000228347,106357747,106510198,1124
ENST00000228347,106357747,106510198,1124
ENST00000228425,27524205,27695564,1636
ENST00000228425,27524205,27695564,1636
ENST00000228434,9752485,9760901,173
ENST00000228434,9752485,9760901,173
ENST00000228437,107732870,107761137,275
ENST00000228437,107732870,107761137,275
ENST00000228438,9852368,9869354,233
ENST00000228438,9852368,9869354,233
ENST00000228463,108622828,108632078,165
ENST00000228463,108622828,108632078,165
ENST00000228468,50057547,50083611,166
ENST00000228468,50057547,50083611,166
ENST00000228476,108880091,108901043,352
ENST00000228476,108880091,108901043,352
ENST00000228495,109448654,109477300,355
ENST00000228495,109448654,109477300,355
ENST00000228506,120687148,120701859,231
ENST00000228506,120687148,120701859,231
ENST00000228510,109573793,109598125,264
ENST00000228510,109573793,109598125,264
ENST00000228515,51061204,51083596,299
ENST00000228515,51061204,51083596,299
ENST00000228534,56338883,56340410,68
ENST00000228534,56338883,56340410,68
ENST00000228567,33374237,33439819,601
ENST00000228567,33374237,33439819,601
ENST00000228606,57762333,57767078,55
ENST00000228606,57762333,57767078,55
ENST00000228641,80707633,80709474,71
ENST00000228641,80707633,80709474,71
ENST00000228644,80716911,80719671,62
ENST00000228644,80716911,80719671,62
ENST00000228682,57459784,57472268,124
ENST00000228682,57459784,57472268,124
ENST00000228705,62643993,62935150,2443
ENST00000228705,62643993,62935150,2443
ENST00000228740,96000752,96035587,323
ENST00000228740,96000752,96035587,323
ENST00000228741,96194374,96269824,696
ENST00000228741,96194374,96269824,696
ENST00000228799,2812667,2825076,192
ENST00000228811,10845848,10849475,75
ENST00000228811,10845848,10849475,75
ENST00000228820,3808860,3873399,563
ENST00000228825,110434822,110450337,307
ENST00000228825,110434822,110450337,307
ENST00000228827,110452485,110468257,221
ENST00000228827,110452485,110468257,221
ENST00000228837,4434141,4445815,124
ENST00000228841,110910844,110920579,207
ENST00000228841,110910844,110920579,207
ENST00000228843,4538889,4560047,198
ENST00000228850,4615517,4649051,432
ENST00000228862,12475896,12562383,739
ENST00000228862,12475896,12562383,739
ENST00000228865,12611875,12645108,402
ENST00000228865,12611875,12645108,402
ENST00000228872,12717367,12722369,128
ENST00000228872,12717367,12722369,128
ENST00000228887,12940574,12952170,299
ENST00000228887,12940574,12952170,299
ENST00000228916,6346846,6375563,432
ENST00000228918,6384161,6391566,175
ENST00000228922,122975243,122980042,100
ENST00000228922,122975243,122980042,100
ENST00000228928,112938473,112973251,356
ENST00000228928,112938473,112973251,356
ENST00000228936,14825568,14843526,204
ENST00000228936,14825568,14843526,204
ENST00000228938,14881897,14885857,113
ENST00000228938,14881897,14885857,113
ENST00000228945,14942030,14961601,273
ENST00000228945,14942030,14961601,273
ENST00000228955,123633828,123660829,288
ENST00000228955,123633828,123660829,288
ENST00000229002,18080868,18090193,154
ENST00000229002,18080868,18090193,154
ENST00000229003,47709733,47725567,227
ENST00000229003,47709733,47725567,227
ENST00000229022,47842627,47879115,649
ENST00000229022,47842627,47879115,649
ENST00000229030,130162463,130165740,209
ENST00000229030,130162463,130165740,209
ENST00000229134,68201348,68225810,303
ENST00000229134,68201348,68225810,303
ENST00000229135,68154767,68159740,138
ENST00000229135,68154767,68159740,138
ENST00000229179,68686977,68745809,497
ENST00000229179,68686977,68745809,497
ENST00000229195,70243432,70354993,958
ENST00000229195,70243432,70354993,958
ENST00000229201,56417118,56449403,432
ENST00000229201,56417118,56449403,432
ENST00000229214,75490862,75511609,226
ENST00000229214,75490862,75511609,226
ENST00000229238,6491885,6493262,136
ENST00000229239,6534516,6538371,121
ENST00000229243,6638074,6647432,141
ENST00000229251,6724070,6731807,194
ENST00000229264,6840924,6847393,138
ENST00000229265,6848815,6851252,81
ENST00000229266,101697639,101729074,357
ENST00000229266,101697639,101729074,357
ENST00000229268,6852149,6866632,149
ENST00000229270,6867118,6870948,97
ENST00000229277,6914579,6923697,167
ENST00000229281,6944021,6946002,129
ENST00000229304,7649399,7665908,437
ENST00000229304,7649399,7665908,437
ENST00000229307,7789401,7799146,399
ENST00000229307,7789401,7799146,399
ENST00000229314,21501788,21518408,240
ENST00000229314,21501788,21518408,240
ENST00000229328,119668132,119681619,95
ENST00000229328,119668132,119681619,95
ENST00000229329,22046217,22065668,273
ENST00000229329,22046217,22065668,273
ENST00000229330,104064530,104106524,329
ENST00000229330,104064530,104106524,329
ENST00000229332,8123616,8138607,192
ENST00000229332,8123616,8138607,192
ENST00000229335,8602169,8612859,194
ENST00000229335,8602169,8612859,194
ENST00000229340,120095098,120116753,276
ENST00000229340,120095098,120116753,276
ENST00000229379,120438112,120440730,164
ENST00000229379,120438112,120440730,164
ENST00000229384,120446576,120459921,233
ENST00000229384,120446576,120459921,233
ENST00000229387,106684695,106762803,519
ENST00000229387,106684695,106762803,519
ENST00000229390,120461671,120469748,146
ENST00000229390,120461671,120469748,146
ENST00000229395,26938469,26966648,250
ENST00000229395,26938469,26966648,250
ENST00000229402,9594550,9607916,396
ENST00000229402,9594550,9607916,396
ENST00000237837,4368226,4379712,184
ENST00000237841,3839458,3842525,106
ENST00000238146,123602098,123620943,274
ENST00000238146,123602098,123620943,274
ENST00000238156,123935625,123972831,305
ENST00000238156,123935625,123972831,305
ENST00000239830,401643,442642,906
ENST00000240050,106977276,106987146,133
ENST00000240050,106977276,106987146,133
ENST00000240055,104117085,104138210,246
ENST00000240055,104117085,104138210,246
ENST00000240079,102012839,102061991,337
ENST00000240079,102012839,102061991,337
ENST00000240615,10806050,10807286,73
ENST00000240615,10806050,10807286,73
ENST00000240617,14503660,14567883,590
ENST00000240617,14503660,14567883,590
ENST00000240618,10372352,10390041,198
ENST00000240618,10372352,10390041,198
ENST00000240619,10825218,10826358,89
ENST00000240619,10825218,10826358,89
ENST00000240636,11351822,11355590,143
ENST00000240636,11351822,11355590,143
ENST00000240651,21437654,21471250,494
ENST00000240651,21437654,21471250,494
ENST00000240652,21372901,21379980,109
ENST00000240652,21372901,21379980,109
ENST00000240662,21764954,21774706,84
ENST00000240662,21764954,21774706,84
ENST00000240687,10801531,10802627,79
ENST00000240687,10801531,10802627,79
ENST00000240691,10809093,10810168,74
ENST00000240691,10809093,10810168,74
ENST00000242576,109097596,109110992,232
ENST00000242576,109097596,109110992,232
ENST00000242577,120496112,120498493,83
ENST00000242577,120496112,120498493,83
ENST00000242591,110124356,110218793,753
ENST00000242591,110124356,110218793,753
ENST00000242592,120725825,120740008,250
ENST00000242592,120725825,120740008,250
ENST00000242607,110648685,110689115,301
ENST00000242607,110648685,110689115,301
ENST00000242728,26120029,26125037,84
ENST00000242728,26120029,26125037,84
ENST00000242729,26195572,26234777,442
ENST00000242729,26195572,26234777,442
ENST00000242737,26721286,26832781,1146
ENST00000242737,26721286,26832781,1146
ENST00000242994,55019973,55030017,121
ENST00000242994,55019973,55030017,121
ENST00000243040,53295541,53299450,88
ENST00000243040,53295541,53299450,88
ENST00000243045,55818040,55821879,96
ENST00000243045,55818040,55821879,96
ENST00000243050,52051401,52059506,163
ENST00000243050,52051401,52059506,163
ENST00000243052,54549600,54579239,256
ENST00000243052,54549600,54579239,256
ENST00000243056,53938830,53946544,119
ENST00000243056,53938830,53946544,119
ENST00000243077,57128482,57213361,476
ENST00000243077,57128482,57213361,476
ENST00000243082,53973127,53976419,91
ENST00000243082,53973127,53976419,91
ENST00000243103,53954902,53958956,117
ENST00000243103,53954902,53958956,117
ENST00000243108,54028439,54030823,114
ENST00000243108,54028439,54030823,114
ENST00000243112,54181470,54188976,192
ENST00000243112,54181470,54188976,192
ENST00000245255,130337886,130372637,469
ENST00000245255,130337886,130372637,469
ENST00000247815,66302492,66338199,445
ENST00000247815,66302492,66338199,445
ENST00000247829,71125095,71157999,438
ENST00000247829,71125095,71157999,438
ENST00000247833,69738859,69823199,732
ENST00000247833,69738859,69823199,732
ENST00000247843,69359742,69390870,417
ENST00000247843,69359742,69390870,417
ENST00000248211,133130626,133159465,290
ENST00000248211,133130626,133159465,290
ENST00000248306,82358528,82479239,874
ENST00000248306,82358528,82479239,874
ENST00000250559,68610898,68671901,634
ENST00000250559,68610898,68671901,634
ENST00000251074,102074196,102118583,325
ENST00000251074,102074196,102118583,325
ENST00000252242,52514574,52520394,152
ENST00000252242,52514574,52520394,152
ENST00000252244,52674735,52680407,113
ENST00000252244,52674735,52680407,113
ENST00000252245,52424069,52434371,141
ENST00000252245,52424069,52434371,141
ENST00000252250,52468515,52473805,240
ENST00000252250,52468515,52473805,240
ENST00000252252,52446650,52452146,171
ENST00000252252,52446650,52452146,171
ENST00000252318,4720399,4772726,468
ENST00000252321,5043878,5046788,101
ENST00000252322,3647942,3753097,1087
ENST00000253079,122774571,122827528,712
ENST00000253079,122774571,122827528,712
ENST00000253083,122835456,122862961,354
ENST00000253083,122835456,122862961,354
ENST00000253233,123233435,123257960,324
ENST00000253233,123233435,123257960,324
ENST00000254302,20449654,20450083,105
ENST00000254302,20449654,20450083,105
ENST00000256010,85874294,85882992,217
ENST00000256010,85874294,85882992,217
ENST00000256015,92140277,92145846,102
ENST00000256015,92140277,92145846,102
ENST00000256062,29500839,29784759,2970
ENST00000256062,29500839,29784759,2970
ENST00000256078,25205245,25250929,469
ENST00000256078,25205245,25250929,469
ENST00000256079,30628987,30695869,581
ENST00000256079,30628987,30695869,581
ENST00000256151,82352302,82358387,122
ENST00000256151,82352302,82358387,122
ENST00000256678,42326166,42447165,1213
ENST00000256678,42326166,42447165,1213
ENST00000256680,48921976,48925485,123
ENST00000256680,48921976,48925485,123
ENST00000256682,48935722,48957487,329
ENST00000256682,48935722,48957487,329
ENST00000256686,47963583,47968849,127
ENST00000256686,47963583,47968849,127
ENST00000256689,46358187,46372773,122
ENST00000256689,46358187,46372773,122
ENST00000256692,45173046,45216024,380
ENST00000256692,45173046,45216024,380
ENST00000256951,13196725,13219941,231
ENST00000256951,13196725,13219941,231
ENST00000256953,15107782,15221417,1023
ENST00000256953,15107782,15221417,1023
ENST00000256958,21131193,21239796,1079
ENST00000256958,21131193,21239796,1079
ENST00000256969,21526295,21532947,124
ENST00000256969,21526295,21532947,124
ENST00000257548,109052575,109088023,365
ENST00000257548,109052575,109088023,365
ENST00000257549,113392444,113403887,176
ENST00000257549,113392444,113403887,176
ENST00000257552,120341329,120369164,278
ENST00000257552,120341329,120369164,278
ENST00000257555,120978542,121002512,390
ENST00000257555,120978542,121002512,390
ENST00000257566,114670254,114683590,213
ENST00000257566,114670254,114683590,213
ENST00000257570,121019110,121039246,294
ENST00000257570,121019110,121039246,294
