Transcript ID,Region Start,Region End,# Variants
ENST00000016171,99710867,99732127,149
ENST00000016171,99710867,99732127,149
ENST00000020673,102402618,102418785,123
ENST00000020673,102402618,102418785,123
ENST00000173785,3779046,3782051,114
ENST00000181796,14518556,14774897,2955
ENST00000189444,102395704,102402524,91
ENST00000189444,102395704,102402524,91
ENST00000191063,5878121,5889906,264
ENST00000210633,100969503,100985616,116
ENST00000210633,100969503,100985616,116
ENST00000211998,73998115,74120169,907
ENST00000211998,73998115,74120169,907
ENST00000212015,67884655,67918390,425
ENST00000212015,67884655,67918390,425
ENST00000224237,17229277,17237593,143
ENST00000224337,96189170,96271569,811
ENST00000224337,96189170,96271569,811
ENST00000224356,93073892,93077885,99
ENST00000224356,93073892,93077885,99
ENST00000224652,121740423,121928031,1791
ENST00000224652,121740423,121928031,1791
ENST00000224721,71396919,71815947,4347
ENST00000224721,71396919,71815947,4347
ENST00000224756,84328662,84518517,1749
ENST00000224756,84328662,84518517,1749
ENST00000224784,88935073,88952773,190
ENST00000224784,88935073,88952773,190
ENST00000224949,3137727,3172782,619
ENST00000224950,103877568,103918184,553
ENST00000224950,103877568,103918184,553
ENST00000225171,67796668,67838188,532
ENST00000225171,67796668,67838188,532
ENST00000225174,79347468,79355334,137
ENST00000225174,79347468,79355334,137
ENST00000225235,94402540,94536332,1114
ENST00000225235,94402540,94536332,1114
ENST00000231383,119621067,119621880,221
ENST00000231383,119621067,119621880,221
ENST00000238936,102461394,102477045,205
ENST00000238936,102461394,102477045,205
ENST00000238961,100912962,100965134,443
ENST00000238961,100912962,100965134,443
ENST00000238983,88664441,88678814,186
ENST00000238983,88664441,88678814,186
ENST00000238994,91628441,91633071,77
ENST00000238994,91628441,91633071,77
ENST00000239007,110225992,110286506,568
ENST00000239007,110225992,110286506,568
ENST00000239032,118589996,118595648,132
ENST00000239032,118589996,118595648,132
ENST00000239117,101827640,101843568,160
ENST00000239117,101827640,101843568,160
ENST00000241305,123745638,123891807,1420
ENST00000241305,123745638,123891807,1420
ENST00000241891,86654546,86666460,207
ENST00000241891,86654546,86666460,207
ENST00000242462,69571697,69573422,83
ENST00000242462,69571697,69573422,83
ENST00000242465,69088102,69104805,251
ENST00000242465,69088102,69104805,251
ENST00000242480,62811995,62816366,76
ENST00000242480,62811995,62816366,76
ENST00000242505,73168118,73244504,629
ENST00000242505,73168118,73244504,629
ENST00000249601,48446035,48605073,1432
ENST00000249601,48446035,48605073,1432
ENST00000251864,114179269,114232664,440
ENST00000251864,114179269,114232664,440
ENST00000252936,133278634,133308872,739
ENST00000252936,133278634,133308872,739
ENST00000252939,133324071,133336896,293
ENST00000252939,133324071,133336896,293
ENST00000252945,133527362,133539123,296
ENST00000252945,133527362,133539123,296
ENST00000254667,127907102,128085855,1805
ENST00000254667,127907102,128085855,1805
ENST00000256039,80356780,80368073,222
ENST00000256039,80356780,80368073,222
ENST00000256876,6012796,6062290,726
ENST00000259271,26216664,26304558,855
ENST00000259271,26216664,26304558,855
ENST00000260682,94938657,94990091,626
ENST00000260682,94938657,94990091,626
ENST00000260702,98247689,98268194,213
ENST00000260702,98247689,98268194,213
ENST00000260723,122271295,122338159,689
ENST00000260723,122271295,122338159,689
ENST00000260731,92593129,92655395,769
ENST00000260731,92593129,92655395,769
ENST00000260733,122163843,122254538,854
ENST00000260733,122163843,122254538,854
ENST00000260743,103446785,103452370,95
ENST00000260743,103446785,103452370,95
ENST00000260746,102673730,102714397,407
ENST00000260746,102673730,102714397,407
ENST00000260753,89701609,89774939,692
ENST00000260753,89701609,89774939,692
ENST00000260762,92848519,93059490,1717
ENST00000260762,92848519,93059490,1717
ENST00000260777,116883376,117005577,972
ENST00000260777,116883376,117005577,972
ENST00000263035,12068953,12123221,766
ENST00000263036,13099448,13136923,565
ENST00000263038,13277798,13300064,450
ENST00000263054,106573662,107164706,5414
ENST00000263054,106573662,107164706,5414
ENST00000263056,30434183,30461833,273
ENST00000263056,30434183,30461833,273
ENST00000263062,32268930,32347185,788
ENST00000263062,32268930,32347185,788
ENST00000263063,30309800,30349278,387
ENST00000263063,30309800,30349278,387
ENST00000263066,86668510,86700050,773
ENST00000263066,86668510,86700050,773
ENST00000263102,59788746,59906556,1300
ENST00000263102,59788746,59906556,1300
ENST00000263103,58793534,58814314,187
ENST00000263103,58793534,58814314,187
ENST00000263125,6427147,6580276,1514
ENST00000263126,5196836,5218949,443
ENST00000263150,1056384,1132372,914
ENST00000263461,120851361,120909524,711
ENST00000263461,120851361,120909524,711
ENST00000263556,73007223,73096974,1047
ENST00000263556,73007223,73096974,1047
ENST00000263559,69124177,69174412,539
ENST00000263559,69124177,69174412,539
ENST00000263563,70478766,70568450,1171
ENST00000263563,70478766,70568450,1171
ENST00000264546,13666223,13972369,4178
ENST00000265277,110919599,111013666,396
ENST00000265277,110919599,111013666,396
ENST00000265371,33177491,33336262,1491
ENST00000265371,33177491,33336262,1491
ENST00000265375,35336873,35572669,1763
ENST00000265375,35336873,35572669,1763
ENST00000265447,80155123,80172871,243
ENST00000265447,80155123,80172871,243
ENST00000265450,80515466,80519635,127
