Transcript ID,Region Start,Region End,# Variants
ENST00000009530,150401638,150412910,152
ENST00000009530,150401638,150412910,152
ENST00000023897,161847190,161897666,485
ENST00000023897,161847190,161897666,485
ENST00000029410,177600131,177610330,185
ENST00000029410,177600131,177610330,185
ENST00000033079,137937959,138033031,877
ENST00000033079,137937959,138033031,877
ENST00000046794,170246232,170297777,624
ENST00000046794,170246232,170297777,624
ENST00000161863,113513693,113595284,916
ENST00000161863,113513693,113595284,916
ENST00000166345,892883,918120,293
ENST00000166534,132192609,132227857,354
ENST00000166534,132192609,132227857,354
ENST00000173527,129094748,129114028,269
ENST00000173527,129094748,129114028,269
ENST00000176763,172042078,172188224,1705
ENST00000176763,172042078,172188224,1705
ENST00000194097,70968482,71020910,249
ENST00000194097,70968482,71020910,249
ENST00000194118,141923854,141940120,188
ENST00000194118,141923854,141940120,188
ENST00000194152,141121817,141125623,84
ENST00000194152,141121817,141125623,84
ENST00000194155,141094614,141098703,105
ENST00000194155,141094614,141098703,105
ENST00000196371,41730064,41870425,774
ENST00000196371,41730064,41870425,774
ENST00000199320,62387253,62403905,197
ENST00000199320,62387253,62403905,197
ENST00000199814,150690791,150701062,146
ENST00000199814,150690791,150701062,146
ENST00000200652,132294393,132344190,523
ENST00000200652,132294393,132344190,523
ENST00000217893,69364742,69369520,131
ENST00000217893,69364742,69369520,131
ENST00000230640,55307988,55425579,875
ENST00000230640,55307988,55425579,875
ENST00000230658,51383447,51394730,147
ENST00000230658,51383447,51394730,147
ENST00000230671,150190061,150211063,392
ENST00000230671,150190061,150211063,392
ENST00000230771,140691454,140699305,114
ENST00000230771,140691454,140699305,114
ENST00000230792,103548854,103562789,214
ENST00000230792,103548854,103562789,214
ENST00000230859,6713431,6757044,524
ENST00000230882,42423438,42721878,2242
ENST00000230882,42423438,42721878,2242
ENST00000230895,10679229,10761234,832
ENST00000230901,138156881,138178630,214
ENST00000230901,138156881,138178630,214
ENST00000230914,44815218,44820428,80
ENST00000230914,44815218,44820428,80
ENST00000230990,140332842,140346603,138
ENST00000230990,140332842,140346603,138
ENST00000231004,122063194,122078259,158
ENST00000231004,122063194,122078259,158
ENST00000231009,55024255,55034570,164
ENST00000231009,55024255,55034570,164
ENST00000231021,26880596,27038586,1341
ENST00000231061,151661095,151686915,289
ENST00000231061,151661095,151686915,289
ENST00000231121,154474971,154478227,58
ENST00000231121,154474971,154478227,58
ENST00000231130,141100472,141103827,107
ENST00000231130,141100472,141103827,107
ENST00000231134,141135205,141138615,79
ENST00000231134,141135205,141138615,79
ENST00000231136,141150056,141153287,121
ENST00000231136,141150056,141153287,121
ENST00000231137,141172643,141176383,119
ENST00000231137,141172643,141176383,119
ENST00000231173,141245394,141249365,96
ENST00000231173,141245394,141249365,96
ENST00000231188,178978326,178995123,433
ENST00000231188,178978326,178995123,433
ENST00000231198,157731419,157741449,180
ENST00000231198,157731419,157741449,180
ENST00000231228,159314779,159330487,154
ENST00000231228,159314779,159330487,154
ENST00000231229,180899076,180950906,601
ENST00000231229,180899076,180950906,601
ENST00000231238,160009138,160065543,570
ENST00000231238,160009138,160065543,570
ENST00000231338,34019452,34043213,229
ENST00000231338,34019452,34043213,229
ENST00000231357,1877412,1882925,203
ENST00000231368,96936079,97037513,967
ENST00000231368,96936079,97037513,967
ENST00000231420,34998101,35047949,632
ENST00000231420,34998101,35047949,632
ENST00000231423,35048755,35089637,316
ENST00000231423,35048755,35089637,316
ENST00000231449,132673988,132682678,197
ENST00000231449,132673988,132682678,197
ENST00000231454,132541444,132543522,57
ENST00000231454,132541444,132543522,57
ENST00000231461,100806932,100903282,589
ENST00000231461,100806932,100903282,589
ENST00000231484,141943580,141958202,124
ENST00000231484,141943580,141958202,124
ENST00000231498,37288136,37371106,817
ENST00000231498,37288136,37371106,817
ENST00000231504,134203524,134226073,284
ENST00000231504,134203524,134226073,284
ENST00000231509,143281161,143403689,628
ENST00000231509,143281161,143403689,628
ENST00000231512,133955509,133968625,157
ENST00000231512,133955509,133968625,157
ENST00000231524,65589689,65624333,341
ENST00000231524,65589689,65624333,341
ENST00000231526,65625039,65666069,492
ENST00000231526,65625039,65666069,492
ENST00000231572,168486470,168519301,519
ENST00000231572,168486470,168519301,519
ENST00000231656,150166777,150184558,205
ENST00000231656,150166777,150184558,205
ENST00000231668,173144441,173164340,338
ENST00000231668,173144441,173164340,338
ENST00000237853,95885097,95961851,862
ENST00000237853,95885097,95961851,862
ENST00000237858,95813848,95822726,140
ENST00000237858,95813848,95822726,140
ENST00000239223,172768095,172771195,153
ENST00000239223,172768095,172771195,153
ENST00000239231,168548494,168579368,297
ENST00000239231,168548494,168579368,297
ENST00000239243,174724581,174730896,155
ENST00000239243,174724581,174730896,155
