Transcript ID,Region Start,Region End,# Variants
ENST00000004982,35754565,35757029,83
ENST00000004982,35754565,35757029,83
ENST00000006275,45162927,45178237,185
ENST00000006275,45162927,45178237,185
ENST00000006724,41673306,41688367,157
ENST00000006724,41673306,41688367,157
ENST00000007510,35775563,35788822,207
ENST00000007510,35775563,35788822,207
ENST00000008938,46019152,46023053,112
ENST00000008938,46019152,46023053,112
ENST00000011989,15878299,15898057,352
ENST00000011989,15878299,15898057,352
ENST00000012049,45692665,45703987,176
ENST00000012049,45692665,45703987,176
ENST00000012443,46347086,46390975,415
ENST00000012443,46347086,46390975,415
ENST00000013807,45413433,45423566,217
ENST00000013807,45413433,45423566,217
ENST00000023064,32830510,32869767,512
ENST00000023064,32830510,32869767,512
ENST00000034275,5917351,5978086,470
ENST00000034275,5917351,5978086,470
ENST00000040663,13764521,13774282,258
ENST00000040663,13764521,13774282,258
ENST00000042931,12752592,12758455,74
ENST00000042931,12752592,12758455,74
ENST00000078429,3094361,3123999,532
ENST00000078445,4153630,4173054,364
ENST00000078445,4153630,4173054,364
ENST00000084795,48615330,48617884,136
ENST00000084795,48615330,48617884,136
ENST00000084798,48637945,48646187,140
ENST00000084798,48637945,48646187,140
ENST00000085068,55452988,55461645,263
ENST00000085068,55452988,55461645,263
ENST00000085079,55675244,55695766,314
ENST00000085079,55675244,55695766,314
ENST00000085219,35329186,35347361,288
ENST00000085219,35329186,35347361,288
ENST00000156476,51056205,51065110,145
ENST00000156476,51056205,51065110,145
ENST00000156499,51077494,51084245,179
ENST00000156499,51077494,51084245,179
ENST00000156825,1573595,1592801,225
ENST00000157812,39971164,39981764,188
ENST00000157812,39971164,39981764,188
ENST00000159087,17323222,17334855,163
ENST00000159087,17323222,17334855,163
ENST00000159111,4969112,5153598,2061
ENST00000159111,4969112,5153598,2061
ENST00000160262,10333775,10339624,195
ENST00000160262,10333775,10339624,195
ENST00000160298,7595862,7618304,382
ENST00000160298,7595862,7618304,382
ENST00000160740,42284019,42295796,94
ENST00000160740,42284019,42295796,94
ENST00000161559,42507305,42528481,148
ENST00000161559,42507305,42528481,148
ENST00000162044,19119168,19138478,235
ENST00000162044,19119168,19138478,235
ENST00000164227,44748707,44760044,232
ENST00000164227,44748707,44760044,232
ENST00000166139,676391,683385,278
ENST00000168977,3933068,3942416,290
ENST00000168977,3933068,3942416,290
ENST00000170168,1815247,1848483,375
ENST00000170564,33081180,33130542,563
ENST00000170564,33081180,33130542,563
ENST00000171111,10486124,10503356,318
ENST00000171111,10486124,10503356,318
ENST00000187608,41576234,41586844,131
ENST00000187608,41576234,41586844,131
ENST00000187762,16661138,16690023,466
ENST00000187762,16661138,16690023,466
ENST00000187830,44643913,44663583,326
ENST00000187830,44643913,44663583,326
ENST00000187879,44025362,44033110,129
ENST00000187879,44025362,44033110,129
ENST00000187910,42902085,42917894,326
ENST00000187910,42902085,42917894,326
ENST00000196482,58467079,58475436,134
ENST00000196482,58467079,58475436,134
ENST00000196489,57571565,57578911,82
ENST00000196489,57571565,57578911,82
ENST00000196551,58387268,58394804,152
ENST00000196551,58387268,58394804,152
ENST00000198939,16517895,16542415,267
ENST00000198939,16517895,16542415,267
ENST00000199764,41755529,41772211,167
ENST00000199764,41755529,41772211,167
ENST00000200453,48872420,48876058,163
ENST00000200453,48872420,48876058,163
ENST00000201586,48552171,48599423,945
ENST00000201586,48552171,48599423,945
