Transcript ID,Region Start,Region End,# Variants
ENST00000189978,110668858,110800998,1596
ENST00000189978,110668858,110800998,1596
ENST00000190165,976654,991732,230
ENST00000210227,112262504,112333029,813
ENST00000210227,112262504,112333029,813
ENST00000210313,120816052,120842922,220
ENST00000210313,120816052,120842922,220
ENST00000210444,98056731,98083077,235
ENST00000210444,98056731,98083077,235
ENST00000214893,5784560,5825285,447
ENST00000223423,122371079,122393178,386
ENST00000223423,122371079,122393178,386
ENST00000223428,96754552,96778087,262
ENST00000223428,96754552,96778087,262
ENST00000223500,33265048,33282070,126
ENST00000223500,33265048,33282070,126
ENST00000223517,4625403,4666423,753
ENST00000223528,105558129,105641118,519
ENST00000223528,105558129,105641118,519
ENST00000223641,99222281,99230615,124
ENST00000223641,99222281,99230615,124
ENST00000223642,120952334,121050275,800
ENST00000223642,120952334,121050275,800
ENST00000223791,114336164,114376964,384
ENST00000223791,114336164,114376964,384
ENST00000223795,114901144,114930591,329
ENST00000223795,114901144,114930591,329
ENST00000223836,127868000,127873544,143
ENST00000223836,127868000,127873544,143
ENST00000223862,5334929,5339876,96
ENST00000223864,5357970,5437925,918
ENST00000223865,128787348,128810424,408
ENST00000223865,128787348,128810424,408
ENST00000223951,23690103,23821480,1249
ENST00000224073,136862118,136866308,96
ENST00000224073,136862118,136866308,96
ENST00000224140,132261355,132354986,1161
ENST00000224140,132261355,132354986,1161
ENST00000237937,72351424,72364592,202
ENST00000237937,72351424,72364592,202
ENST00000238018,72149350,72252223,776
ENST00000238018,72149350,72252223,776
ENST00000238256,113161005,113221277,603
ENST00000238256,113161005,113221277,603
ENST00000238379,113373418,113376175,195
ENST00000238379,113373418,113376175,195
ENST00000238477,99216425,99221942,96
ENST00000238477,99216425,99221942,96
ENST00000239316,5231418,5235304,126
ENST00000239347,21201468,21202205,164
ENST00000241600,135500681,135504671,100
ENST00000241600,135500681,135504671,100
ENST00000242275,37887603,37904127,180
ENST00000242275,37887603,37904127,180
ENST00000242285,36190920,36212059,216
ENST00000242285,36190920,36212059,216
ENST00000242310,32629453,32635669,80
ENST00000242315,34958284,34982544,217
ENST00000242315,34958284,34982544,217
ENST00000242317,34458804,34520984,455
ENST00000242317,34458804,34520984,455
ENST00000242323,37800553,37867666,642
ENST00000242323,37800553,37867666,642
ENST00000247291,131096530,131123144,364
ENST00000247291,131096530,131123144,364
ENST00000247295,131258075,131264715,153
ENST00000247295,131258075,131264715,153
ENST00000247665,136849408,136851024,59
ENST00000247665,136849408,136851024,59
ENST00000247668,136886515,136926607,496
ENST00000247668,136886515,136926607,496
ENST00000251879,5629024,5769674,1291
ENST00000252506,89605011,89606555,105
ENST00000252506,89605011,89606555,105
ENST00000252854,135075519,135121178,988
ENST00000252854,135075519,135121178,988
ENST00000253008,130664593,130682983,327
ENST00000253008,130664593,130682983,327
ENST00000253262,94318197,94328644,384
ENST00000253262,94318197,94328644,384
ENST00000253270,96320709,96383711,742
ENST00000253270,96320709,96383711,742
ENST00000253968,93951626,93955355,103
ENST00000253968,93951626,93955355,103
ENST00000257468,83661428,83707934,508
ENST00000257468,83661428,83707934,508
ENST00000257497,73151864,73170393,187
ENST00000257497,73151864,73170393,187
ENST00000257504,86035587,86078012,647
ENST00000257504,86035587,86078012,647
ENST00000257515,69329324,69392454,736
ENST00000257515,69329324,69392454,736
ENST00000259318,110125500,110168811,427
ENST00000259318,110125500,110168811,427
ENST00000259324,128882501,128918034,388
ENST00000259324,128882501,128918034,388
ENST00000259335,111360692,111484745,944
ENST00000259335,111360692,111484745,944
ENST00000259339,129803183,129811281,174
ENST00000259339,129803183,129811281,174
ENST00000259351,126914781,127223166,2037
ENST00000259351,126914781,127223166,2037
ENST00000259357,122476957,122477926,79
ENST00000259357,122476957,122477926,79
ENST00000259362,104617247,104618204,91
ENST00000259362,104617247,104618204,91
ENST00000259365,97501665,97601743,957
ENST00000259365,97501665,97601743,957
ENST00000259371,121567056,121785528,1847
ENST00000259371,121567056,121785528,1847
ENST00000259392,113151006,113164140,189
ENST00000259392,113151006,113164140,189
ENST00000259395,101399027,101410660,173
ENST00000259395,101399027,101410660,173
ENST00000259396,114323097,114326479,239
ENST00000259396,114323097,114326479,239
ENST00000259400,99906653,99974534,381
ENST00000259400,99906653,99974534,381
ENST00000259407,101360416,101385006,251
ENST00000259407,101360416,101385006,251
ENST00000259455,98288108,98708935,3853
ENST00000259455,98288108,98708935,3853
ENST00000259456,97926790,97944856,200
ENST00000259456,97926790,97944856,200
ENST00000259457,124353464,124415442,392
ENST00000259457,124353464,124415442,392
ENST00000259460,125200541,125234158,422
ENST00000259460,125200541,125234158,422
ENST00000259466,122723989,122724925,67
ENST00000259466,122723989,122724925,67
ENST00000259467,122818096,122828588,127
ENST00000259467,122818096,122828588,127
ENST00000259470,97029676,97039142,109
ENST00000259470,97029676,97039142,109
ENST00000259477,124869204,124877717,124
ENST00000259477,124869204,124877717,124
ENST00000259555,21350252,21350956,108
ENST00000259569,6011024,6015624,90
ENST00000259605,36336399,36400269,542
ENST00000259605,36336399,36400269,542
ENST00000259607,34709004,34710136,94
ENST00000259607,34709004,34710136,94
ENST00000259608,35649294,35650931,150
ENST00000259608,35649294,35650931,150
ENST00000259622,1051613,1057552,168
ENST00000259631,34661889,34662657,62
ENST00000259631,34661889,34662657,62
ENST00000259632,34613545,34620495,96
ENST00000259632,34613545,34620495,96
ENST00000259633,35609981,35618413,104
ENST00000259633,35609981,35618413,104
ENST00000259667,35812959,35815042,67
ENST00000259667,35812959,35815042,67
ENST00000262244,27325208,27529814,2028
ENST00000262352,4490467,4587469,1038
ENST00000262455,99979184,100099000,893
ENST00000262455,99979184,100099000,893
ENST00000262456,100099274,100300788,1546
ENST00000262456,100099274,100300788,1546
ENST00000262457,100099242,100302175,1546
ENST00000262457,100099242,100302175,1546
ENST00000262539,109375693,109498313,967
ENST00000262539,109375693,109498313,967
ENST00000262551,92383966,92404559,205
ENST00000262551,92383966,92404559,205
ENST00000262554,92031146,92115413,768
ENST00000262554,92031146,92115413,768
ENST00000263228,33817159,33920399,1065
ENST00000263228,33817159,33920399,1065
ENST00000263598,135521437,135526532,151
ENST00000263598,135521437,135526532,151
ENST00000263604,135736516,135793618,960
ENST00000263604,135736516,135793618,960
ENST00000263610,132582605,132590252,189
ENST00000263610,132582605,132590252,189
ENST00000263611,133636377,133643590,224
ENST00000263611,133636377,133643590,224
ENST00000265132,114060126,114078300,269
ENST00000265132,114060126,114078300,269
ENST00000265134,114402079,114503173,934
ENST00000265134,114402079,114503173,934
ENST00000265284,79572744,79725233,1141
ENST00000265284,79572744,79725233,1141
ENST00000265381,69427531,69672371,1943
ENST00000265381,69427531,69672371,1943
ENST00000265382,68705239,69009176,2449
ENST00000265382,68705239,69009176,2449
ENST00000265663,137448231,137459334,154
ENST00000265663,137448231,137459334,154
ENST00000265922,119166628,119369435,1676
ENST00000265922,119166628,119369435,1676
ENST00000265960,125437393,125707208,2065
ENST00000265960,125437393,125707208,2065
ENST00000269395,104328319,104329396,72
ENST00000269395,104328319,104329396,72
ENST00000276893,6413198,6507054,866
ENST00000276898,5712844,5769106,502
ENST00000276914,19115760,19127492,212
ENST00000276925,22002902,22009305,105
ENST00000276927,21440438,21441316,134
ENST00000276935,18474232,18723917,2736
ENST00000276943,27524289,27526498,148
ENST00000276960,37514993,37576323,561
ENST00000276960,37514993,37576323,561
ENST00000276974,41993026,42129510,1503
ENST00000276974,41993026,42129510,1503
ENST00000277010,34634721,34637787,104
ENST00000277010,34634721,34637787,104
ENST00000277082,78236231,78267067,225
ENST00000277082,78236231,78267067,225
ENST00000277120,84669728,85027054,2743
ENST00000277120,84669728,85027054,2743
ENST00000277141,86287732,86354410,419
ENST00000277141,86287732,86354410,419
ENST00000277165,93451684,93566112,786
ENST00000277165,93451684,93566112,786
ENST00000277198,94726700,94931833,1638
ENST00000277198,94726700,94931833,1638
ENST00000277216,104526252,104527209,72
ENST00000277216,104526252,104527209,72
ENST00000277225,106863165,107013634,966
ENST00000277225,106863165,107013634,966
ENST00000277309,122800122,122801073,71
ENST00000277309,122800122,122801073,71
ENST00000277415,135075421,135098107,472
ENST00000277415,135075421,135098107,472
ENST00000277458,129634604,129642151,138
ENST00000277458,129634604,129642151,138
ENST00000277459,129636891,129642124,138
ENST00000277459,129636891,129642124,138
ENST00000277462,128120693,128128462,207
ENST00000277462,128120693,128128462,207
ENST00000277465,128166070,128190860,321
ENST00000277465,128166070,128190860,321
ENST00000277480,128149452,128153453,113
ENST00000277480,128149452,128153453,113
ENST00000277508,135561776,135566776,148
ENST00000277508,135561776,135566776,148
ENST00000277526,135663308,135666959,158
ENST00000277526,135663308,135666959,158
ENST00000277531,137459952,137550384,1050
ENST00000277531,137459952,137550384,1050
ENST00000277537,136440100,136462961,253
ENST00000277537,136440100,136462961,253
ENST00000277540,137554443,137578925,430
ENST00000277540,137554443,137578925,430
ENST00000277551,137877788,138122179,2058
ENST00000277551,137877788,138122179,2058
ENST00000277554,136006536,136095289,1403
ENST00000277554,136006536,136095289,1403
ENST00000286344,19507451,19788994,2728
ENST00000286398,104094259,104141409,609
ENST00000286398,104094259,104141409,609
ENST00000286548,77716096,78031811,2011
ENST00000286548,77716096,78031811,2011
ENST00000286713,121338986,121370250,281
ENST00000286713,121338986,121370250,281
ENST00000287996,92613182,92670131,468
ENST00000287996,92613182,92670131,468
ENST00000288462,113410741,113429684,176
ENST00000288462,113410741,113429684,176
ENST00000288466,113876281,114056591,1670
ENST00000288466,113876281,114056591,1670
ENST00000288502,114611290,114646422,494
ENST00000288502,114611290,114646422,494
ENST00000288520,116425227,116687215,2402
ENST00000288520,116425227,116687215,2402
ENST00000288815,124800873,124814885,204
ENST00000288815,124800873,124814885,204
ENST00000288976,94084463,94109854,210
ENST00000288976,94084463,94109854,210
ENST00000288985,95875617,95968840,658
ENST00000288985,95875617,95968840,658
ENST00000289032,96817632,96875574,408
ENST00000289032,96817632,96875574,408
ENST00000289081,95099053,95317709,1342
ENST00000289081,95099053,95317709,1342
ENST00000290037,136440096,136483759,429
ENST00000290037,136440096,136483759,429
ENST00000290079,136791343,136793317,101
ENST00000290079,136791343,136793317,101
ENST00000290377,138174984,138177433,421
ENST00000290377,138174984,138177433,421
ENST00000290943,33524393,33573001,554
ENST00000290943,33524393,33573001,554
ENST00000291722,133459966,133470848,184
ENST00000291722,133459966,133470848,184
ENST00000291744,134880809,134887523,191
ENST00000291744,134880809,134887523,191
ENST00000291775,136355529,136359601,220
ENST00000291775,136355529,136359601,220
ENST00000291839,127885325,127899574,223
ENST00000291839,127885325,127899574,223
ENST00000291900,128729785,128771927,456
ENST00000291900,128729785,128771927,456
ENST00000291906,128702502,128720916,227
ENST00000291906,128702502,128720916,227
ENST00000292035,131860111,132079867,1425
ENST00000292035,131860111,132079867,1425
ENST00000297613,34610485,34612104,78
ENST00000297613,34610485,34612104,78
ENST00000297615,15171676,15307215,1467
ENST00000297620,34398189,34458570,566
ENST00000297620,34398189,34458570,566
ENST00000297623,34379018,34397810,182
ENST00000297623,34379018,34397810,182
ENST00000297625,34366665,34376898,110
ENST00000297625,34366665,34376898,110
ENST00000297661,34179042,34252523,858
ENST00000297661,34179042,34252523,858
ENST00000297668,39064709,39288167,1601
ENST00000297668,39064709,39288167,1601
ENST00000297689,91409044,91423832,222
ENST00000297689,91409044,91423832,222
ENST00000297784,72521607,72838297,2507
ENST00000297784,72521607,72838297,2507
ENST00000297785,72900670,72953053,445
ENST00000297785,72900670,72953053,445
ENST00000297814,83834098,83921432,806
ENST00000297814,83834098,83921432,806
ENST00000297894,113297453,113303271,163
ENST00000297894,113297453,113303271,163
ENST00000297908,122264602,122323461,344
ENST00000297908,122264602,122323461,344
ENST00000297913,122614737,122615682,87
ENST00000297913,122614737,122615682,87
ENST00000297933,125261825,125367207,913
ENST00000297933,125261825,125367207,913
ENST00000297954,93184121,93319205,1226
ENST00000297954,93184121,93319205,1226
ENST00000297979,94726711,95087159,2688
ENST00000297979,94726711,95087159,2688
ENST00000297988,33383190,33402568,283
ENST00000297988,33383190,33402568,283
ENST00000297990,33461352,33473924,241
ENST00000297990,33461352,33473924,241
ENST00000297991,33441159,33447593,148
ENST00000297991,33441159,33447593,148
ENST00000297994,37753804,37778972,381
ENST00000297994,37753804,37778972,381
ENST00000298004,35088687,35096220,114
ENST00000298004,35088687,35096220,114
ENST00000298048,36572894,36677682,892
ENST00000298048,36572894,36677682,892
ENST00000298466,135693406,135699528,203
ENST00000298466,135693406,135699528,203
ENST00000298532,136375576,136398797,353
ENST00000298532,136375576,136398797,353
ENST00000298537,136401924,136410609,232
ENST00000298537,136401924,136410609,232
ENST00000298545,132725577,132878284,1437
ENST00000298545,132725577,132878284,1437
ENST00000298552,132891348,132944616,453
ENST00000298552,132891348,132944616,453
ENST00000298585,137582080,137590512,121
ENST00000298585,137582080,137590512,121
ENST00000298628,133725392,133739955,290
ENST00000298628,133725392,133739955,290
ENST00000298743,86944361,86947506,63
ENST00000298743,86944361,86947506,63
ENST00000300417,127451509,127503499,571
ENST00000300417,127451509,127503499,571
ENST00000300432,127921528,127927491,112
ENST00000300432,127921528,127927491,112
ENST00000300434,127940882,127950722,132
ENST00000300434,127940882,127950722,132
ENST00000300452,128322838,128334072,159
ENST00000300452,128322838,128334072,159
ENST00000300456,128340526,128361470,267
ENST00000300456,128340526,128361470,267
ENST00000302303,3270929,3489487,1951
ENST00000302401,2158455,2193624,589
ENST00000302441,1051613,1057550,168
ENST00000302586,128832941,128881950,541
ENST00000302586,128832941,128881950,541
ENST00000302681,111327228,111330224,52
ENST00000302681,111327228,111330224,52
ENST00000302798,109780455,110169909,3693
ENST00000302798,109780455,110169909,3693
ENST00000303068,69325214,69392456,312
ENST00000303068,69325214,69392456,312
ENST00000303407,134030304,134068026,555
ENST00000303407,134030304,134068026,555
ENST00000303617,91213814,91361913,1053
ENST00000303617,91213814,91361913,1053
ENST00000304053,84670324,84877887,1597
ENST00000304053,84670324,84877887,1597
ENST00000304195,83244621,83538401,2954
ENST00000304195,83244621,83538401,2954
ENST00000304425,21453846,21559831,887
ENST00000304494,21967751,21974857,112
ENST00000304720,122742302,122750783,102
ENST00000304720,122742302,122750783,102
ENST00000304820,122675129,122676104,130
ENST00000304820,122675129,122676104,130
ENST00000304880,122526357,122527293,97
ENST00000304880,122526357,122527293,97
ENST00000305248,34964,35871,126
ENST00000305709,62897448,62900104,190
ENST00000305709,62897448,62900104,190
ENST00000306634,108626832,108627150,96
ENST00000306634,108626832,108627150,96
ENST00000307564,114334155,114394405,555
ENST00000307564,114334155,114394405,555
ENST00000307584,100578078,100588389,134
ENST00000307584,100578078,100588389,134
ENST00000307750,37438101,37465450,222
ENST00000307750,37438101,37465450,222
ENST00000308874,136662915,136672678,232
ENST00000308874,136662915,136672678,232
ENST00000308941,128921407,128942038,271
ENST00000308941,128921407,128942038,271
ENST00000309195,111562966,111599407,551
ENST00000309195,111562966,111599407,551
ENST00000309235,111525178,111555417,267
ENST00000309235,111525178,111555417,267
ENST00000309615,32972706,33001595,329
ENST00000309615,32972706,33001595,329
ENST00000309623,122661715,122662648,74
ENST00000309623,122661715,122662648,74
ENST00000309951,32384642,32454769,591
ENST00000309971,128504718,128542288,329
ENST00000309971,128504718,128542288,329
ENST00000309989,121742784,121782653,331
ENST00000309989,121742784,121782653,331
ENST00000310532,132637862,132670401,327
ENST00000310532,132637862,132670401,327
ENST00000311502,136807947,136841187,410
ENST00000311502,136807947,136841187,410
ENST00000311534,86265678,86282108,184
ENST00000311534,86265678,86282108,184
ENST00000311925,34689569,34691276,69
ENST00000311925,34689569,34691276,69
ENST00000312033,114359086,114388081,298
ENST00000312033,114359086,114388081,298
ENST00000312123,125298921,125362746,542
ENST00000312123,125298921,125362746,542
ENST00000312189,120869586,120877188,114
ENST00000312189,120869586,120877188,114
ENST00000312292,35042239,35045986,82
ENST00000312292,35042239,35045986,82
ENST00000312316,34989693,34998431,125
ENST00000312316,34989693,34998431,125
ENST00000312405,135809580,135882897,733
ENST00000312405,135809580,135882897,733
ENST00000312665,137048596,137054018,157
ENST00000312665,137048596,137054018,157
ENST00000313050,136440096,136477689,378
ENST00000313050,136440096,136477689,378
ENST00000313084,136440102,136448842,140
ENST00000313084,136440102,136448842,140
ENST00000313400,116423111,117415057,9129
ENST00000313400,116423111,117415057,9129
ENST00000313525,111631333,111654345,359
ENST00000313525,111631333,111654345,359
ENST00000314355,89311194,89316703,141
ENST00000314355,89311194,89316703,141
ENST00000314367,121059,179047,864
ENST00000314392,127935098,127937854,97
ENST00000314392,127935098,127937854,97
ENST00000314412,137030173,137032088,117
ENST00000314412,137030173,137032088,117
ENST00000314556,6328374,6331891,88
ENST00000314700,83938313,83956986,243
ENST00000314700,83938313,83956986,243
ENST00000314830,127738316,127778666,436
ENST00000314830,127738316,127778666,436
ENST00000314888,35696947,35732195,229
ENST00000314888,35696947,35732195,229
ENST00000315293,63111254,63127100,68
ENST00000315293,63111254,63127100,68
ENST00000315377,19376284,19380198,140
ENST00000315480,129835457,129881828,828
ENST00000315480,129835457,129881828,828
ENST00000315731,133348921,133351426,115
ENST00000315731,133348921,133351426,115
ENST00000316144,136759633,136764518,255
ENST00000316144,136759633,136764518,255
ENST00000316786,129321015,129324905,130
ENST00000316786,129321015,129324905,130
ENST00000316948,133459977,133470848,184
ENST00000316948,133459977,133470848,184
ENST00000317419,122941019,122990769,489
