Transcript ID,Region Start,Region End,# Variants
ENST00000001146,72129237,72147862,196
ENST00000001146,72129237,72147862,196
ENST00000002125,37231657,37249160,264
ENST00000002125,37231657,37249160,264
ENST00000005756,158101875,158136154,379
ENST00000005756,158101875,158136154,379
ENST00000016946,109794304,109857705,93
ENST00000016946,109794304,109857705,93
ENST00000019103,119439842,119524483,1034
ENST00000019103,119439842,119524483,1034
ENST00000037869,70295975,70302067,138
ENST00000037869,70295975,70302067,138
ENST00000155926,12716935,12742734,237
ENST00000165524,237566573,237567175,198
ENST00000165524,237566573,237567175,198
ENST00000165698,86213992,86337654,1017
ENST00000165698,86213992,86337654,1017
ENST00000168148,234050701,234077134,331
ENST00000168148,234050701,234077134,331
ENST00000171887,217799788,217944128,1450
ENST00000171887,217799788,217944128,1450
ENST00000175091,20032649,20051628,185
ENST00000175756,130356055,130375405,182
ENST00000175756,130356055,130375405,182
ENST00000185150,53787043,53818796,269
ENST00000185150,53787043,53818796,269
ENST00000186436,97756335,97995948,1848
ENST00000186436,97756335,97995948,1848
ENST00000188790,162170683,162243445,459
ENST00000188790,162170683,162243445,459
ENST00000190611,178194511,178402893,1647
ENST00000190611,178194511,178402893,1647
ENST00000192314,241776821,241804287,858
ENST00000192314,241776821,241804287,858
ENST00000194530,201451739,201480846,218
ENST00000194530,201451739,201480846,218
ENST00000199940,209424057,209730518,2183
ENST00000199940,209424057,209730518,2183
ENST00000201943,151839118,152099023,2018
ENST00000201943,151839118,152099023,2018
ENST00000233055,223875347,223945335,766
ENST00000233055,223875347,223945335,766
ENST00000233057,37099209,37156980,726
ENST00000233057,37099209,37156980,726
ENST00000233072,210556598,210679107,866
ENST00000233072,210556598,210679107,866
ENST00000233084,15591867,15631101,476
ENST00000233092,178465598,178478575,204
ENST00000233092,178465598,178478575,204
ENST00000233099,36980894,37084372,1015
ENST00000233099,36980894,37084372,1015
ENST00000233114,63588962,63607197,146
ENST00000233114,63588962,63607197,146
ENST00000233121,26970636,27027219,304
ENST00000233121,26970636,27027219,304
ENST00000233143,84905655,84906671,91
ENST00000233143,84905655,84906671,91
ENST00000233146,47403155,47483223,1168
ENST00000233146,47403155,47483223,1168
ENST00000233154,105744911,105894272,1525
ENST00000233154,105744911,105894272,1525
ENST00000233156,187464229,187554435,697
ENST00000233156,187464229,187554435,697
ENST00000233190,206114816,206159444,479
ENST00000233190,206114816,206159444,479
ENST00000233202,218382272,218396894,221
ENST00000233202,218382272,218396894,221
ENST00000233242,21001428,21044073,374
ENST00000233330,74425882,74440631,134
ENST00000233330,74425882,74440631,134
ENST00000233331,74455086,74457944,78
ENST00000233331,74455086,74457944,78
ENST00000233336,112482155,112541739,589
ENST00000233336,112482155,112541739,589
ENST00000233379,95402707,95416616,111
ENST00000233379,95402707,95416616,111
ENST00000233468,24067585,24076326,134
ENST00000233468,24067585,24076326,134
ENST00000233505,26786067,26794589,143
ENST00000233505,26786067,26794589,143
ENST00000233535,27253683,27263047,113
ENST00000233535,27253683,27263047,113
ENST00000233545,27309491,27322564,102
ENST00000233545,27309491,27322564,102
ENST00000233557,27427789,27442259,210
ENST00000233557,27427789,27442259,210
ENST00000233573,181457427,181509805,523
ENST00000233573,181457427,181509805,523
ENST00000233575,27370615,27377535,85
ENST00000233575,27370615,27377535,85
ENST00000233612,162344337,162361122,112
ENST00000233612,162344337,162361122,112
ENST00000233615,74458437,74460881,62
ENST00000233615,74458437,74460881,62
ENST00000233623,74483080,74494559,122
ENST00000233623,74483080,74494559,122
ENST00000233630,74505042,74507695,84
ENST00000233630,74505042,74507695,84
ENST00000233638,74514449,74517148,65
ENST00000233638,74514449,74517148,65
ENST00000233668,74554719,74557551,83
ENST00000233668,74554719,74557551,83
ENST00000233699,74958791,74969731,162
ENST00000233699,74958791,74969731,162
ENST00000233710,210187922,210225447,264
ENST00000233710,210187922,210225447,264
ENST00000233712,75492317,75569722,680
ENST00000233712,75492317,75569722,680
ENST00000233714,210434114,210476705,404
ENST00000233714,210434114,210476705,404
ENST00000233735,79120487,79123409,100
ENST00000233735,79120487,79123409,100
ENST00000233741,58159246,58241325,721
ENST00000233741,58159246,58241325,721
ENST00000233809,216633419,216664436,358
ENST00000233809,216633419,216664436,358
ENST00000233813,216672104,216695549,225
ENST00000233813,216672104,216695549,225
ENST00000233826,232765801,232776565,137
ENST00000233826,232765801,232776565,137
ENST00000233838,85544719,85561493,182
ENST00000233838,85544719,85561493,182
ENST00000233840,233032671,233035057,120
ENST00000233840,233032671,233035057,120
ENST00000233892,197515570,197553699,286
ENST00000233892,197515570,197553699,286
ENST00000233893,197500378,197503449,150
ENST00000233893,197500378,197503449,150
ENST00000233948,218859804,218874233,129
ENST00000233948,218859804,218874233,129
ENST00000233954,102311562,102352037,807
ENST00000233954,102311562,102352037,807
ENST00000233957,102355795,102398776,563
ENST00000233957,102355795,102398776,563
ENST00000233969,102619552,102711355,799
ENST00000233969,102619552,102711355,799
ENST00000234038,241150466,241183652,423
ENST00000234038,241150466,241183652,423
ENST00000234040,241106098,241149472,657
ENST00000234040,241106098,241149472,657
ENST00000234071,127418426,127429242,141
ENST00000234071,127418426,127429242,141
ENST00000234091,8678844,8684453,191
ENST00000234111,10439967,10448327,164
ENST00000234115,131104943,131149852,350
ENST00000234115,131104943,131149852,350
ENST00000234142,11556352,11642786,1025
ENST00000234160,170929252,170967130,396
ENST00000234160,170929252,170967130,396
ENST00000234170,37201611,37231596,357
ENST00000234170,37201611,37231596,357
ENST00000234179,37250501,37324833,810
ENST00000234179,37250501,37324833,810
ENST00000234195,37950462,38067137,1304
ENST00000234195,37950462,38067137,1304
ENST00000234198,172099437,172102900,94
ENST00000234198,172099437,172102900,94
ENST00000234256,64989398,65023865,370
ENST00000234256,64989398,65023865,370
ENST00000234296,200908976,200963660,357
ENST00000234296,200908976,200963660,357
ENST00000234301,42349337,42361217,114
ENST00000234301,42349337,42361217,114
ENST00000234310,68178856,68252532,736
ENST00000234310,68178856,68252532,736
ENST00000234313,68365281,68397453,404
ENST00000234313,68365281,68397453,404
ENST00000234392,70900575,70933446,357
ENST00000234392,70900575,70933446,357
ENST00000234396,70935899,70965431,408
ENST00000234396,70935899,70965431,408
ENST00000234420,47783144,47806953,424
ENST00000234420,47783144,47806953,424
ENST00000234453,178480456,178516463,313
ENST00000234453,178480456,178516463,313
ENST00000234454,72887407,72892158,68
ENST00000234454,72887407,72892158,68
ENST00000236693,3595048,3644458,853
ENST00000236957,206159584,206162928,136
ENST00000236957,206159584,206162928,136
