Transcript ID,Region Start,Region End,# Variants
ENST00000002501,90004870,90019456,496
ENST00000002501,90004870,90019456,496
ENST00000005284,24256334,24362412,1205
ENST00000005284,24256334,24362412,1205
ENST00000005995,2817236,2821719,149
ENST00000005995,2817236,2821719,149
ENST00000006053,57372489,57385044,198
ENST00000006053,57372489,57385044,198
ENST00000007264,784973,788381,229
ENST00000007390,1349239,1351878,152
ENST00000007516,23581013,23596316,269
ENST00000007516,23581013,23596316,269
ENST00000008180,3065630,3069819,246
ENST00000008180,3065630,3069819,246
ENST00000026218,570017,584109,451
ENST00000037243,75566378,75577881,154
ENST00000037243,75566378,75577881,154
ENST00000042381,67528828,67546786,132
ENST00000042381,67528828,67546786,132
ENST00000053243,11965209,11968068,137
ENST00000053243,11965209,11968068,137
ENST00000160827,29790750,29805384,138
ENST00000160827,29790750,29805384,138
ENST00000161006,2852729,2858170,180
ENST00000161006,2852729,2858170,180
ENST00000162330,75228180,75251624,336
ENST00000162330,75228180,75251624,336
ENST00000163678,8621690,8646224,516
ENST00000163678,8621690,8646224,516
ENST00000165086,21837473,21843412,82
ENST00000165086,21837473,21843412,82
ENST00000168869,268300,275940,256
ENST00000170630,27341288,27364777,315
ENST00000170630,27341288,27364777,315
ENST00000177742,1771889,1773150,114
ENST00000198767,15060032,15094272,335
ENST00000198767,15060032,15094272,335
ENST00000199706,366968,370538,239
ENST00000199708,180458,181179,186
ENST00000199936,82035252,82098534,626
ENST00000199936,82035252,82098534,626
ENST00000200676,56961949,56983845,327
ENST00000200676,56961949,56983845,327
ENST00000200691,56589527,56591085,103
ENST00000200691,56589527,56591085,103
ENST00000204517,4257185,4273023,215
ENST00000204517,4257185,4273023,215
ENST00000204679,1351930,1364113,257
ENST00000205061,74447426,74607114,2095
ENST00000205061,74447426,74607114,2095
ENST00000205557,16149564,16223494,958
ENST00000205557,16149564,16223494,958
ENST00000210187,2148624,2154165,136
ENST00000211076,1256068,1259008,306
ENST00000215095,30989255,31010638,287
ENST00000215095,30989255,31010638,287
ENST00000215115,30887794,30894077,99
ENST00000215115,30887794,30894077,99
ENST00000215539,1790412,1793705,195
ENST00000219054,20451583,20486791,501
ENST00000219054,20451583,20486791,501
ENST00000219066,2039814,2047866,156
ENST00000219069,3283490,3291460,104
ENST00000219069,3283490,3291460,104
ENST00000219070,55479197,55506691,373
ENST00000219070,55479197,55506691,373
ENST00000219084,53235136,53327451,611
ENST00000219084,53235136,53327451,611
ENST00000219091,3112585,3120517,180
ENST00000219091,3112585,3120517,180
ENST00000219097,46689658,46698394,132
ENST00000219097,46689658,46698394,132
ENST00000219139,67109940,67148544,276
ENST00000219139,67109940,67148544,276
ENST00000219150,30183601,30189076,114
ENST00000219150,30183601,30189076,114
ENST00000219162,56565072,56568957,340
ENST00000219162,56565072,56568957,340
ENST00000219168,20900752,20925004,212
ENST00000219168,20900752,20925004,212
ENST00000219169,67846932,67872567,219
ENST00000219169,67846932,67872567,219
ENST00000219197,49277916,49281838,78
ENST00000219197,49277916,49281838,78
ENST00000219204,57245258,57253635,125
ENST00000219204,57245258,57253635,125
ENST00000219207,57256096,57284672,388
ENST00000219207,57256096,57284672,388
ENST00000219235,57358782,57366189,230
ENST00000219235,57358782,57366189,230
ENST00000219240,72008743,72027659,298
ENST00000219240,72008743,72027659,298
ENST00000219244,57404766,57416063,330
ENST00000219244,57404766,57416063,330
ENST00000219251,67657511,67660810,72
ENST00000219251,67657511,67660810,72
ENST00000219252,57462678,57472009,135
ENST00000219252,57462678,57472009,135
ENST00000219255,67660958,67662774,51
ENST00000219255,67660958,67662774,51
ENST00000219271,58025753,58046901,179
ENST00000219271,58025753,58046901,179
ENST00000219281,58001406,58021618,182
ENST00000219281,58001406,58021618,182
ENST00000219299,58249935,58283836,483
ENST00000219299,58249935,58283836,483
ENST00000219301,58279996,58295047,263
ENST00000219301,58279996,58295047,263
ENST00000219302,1770319,1771543,119
ENST00000219313,74296813,74306288,135
ENST00000219313,74296813,74306288,135
ENST00000219315,58515516,58523842,153
ENST00000219315,58515516,58523842,153
ENST00000219320,58665108,58684770,327
ENST00000219320,58665108,58684770,327
ENST00000219322,69106256,69118719,158
ENST00000219322,69106256,69118719,158
ENST00000219334,68358326,68448508,618
ENST00000219334,68358326,68448508,618
ENST00000219343,68264525,68301819,310
ENST00000219343,68264525,68301819,310
ENST00000219345,68245372,68261058,173
ENST00000219345,68245372,68261058,173
ENST00000219368,74712968,74774820,692
ENST00000219368,74712968,74774820,692
ENST00000219400,80966447,81006885,887
ENST00000219400,80966447,81006885,887
ENST00000219406,283163,287215,305
ENST00000219409,280590,283010,295
ENST00000219431,78256,85842,233
ENST00000219439,84122140,84145177,313
ENST00000219439,84122140,84145177,313
ENST00000219454,84294877,84329844,728
ENST00000219454,84294877,84329844,728
ENST00000219473,84699999,84779922,1119
ENST00000219473,84699999,84779922,1119
ENST00000219476,2047984,2089491,511
ENST00000219478,4748238,4767162,319
ENST00000219478,4748238,4767162,319
ENST00000219479,397198,400754,213
ENST00000219481,401884,412482,341
ENST00000219535,721141,722573,145
ENST00000219542,715337,717390,157
ENST00000219548,680409,682801,102
ENST00000219551,676074,678268,101
ENST00000219596,3242026,3256633,244
ENST00000219596,3242026,3256633,244
ENST00000219599,21258520,21303062,417
ENST00000219599,21258520,21303062,417
ENST00000219611,527711,554636,582
ENST00000219660,25216946,25228932,362
ENST00000219660,25216946,25228932,362
ENST00000219689,23061405,23149452,782
ENST00000219689,23061405,23149452,782
ENST00000219700,4476378,4510346,381
ENST00000219700,4476378,4510346,381
ENST00000219746,52436416,52547143,880
ENST00000219746,52436416,52547143,880
ENST00000219771,29679007,29697776,193
ENST00000219771,29679007,29697776,193
ENST00000219782,29806528,29811164,103
ENST00000219782,29806528,29811164,103
ENST00000219789,29858356,29863226,78
ENST00000219789,29858356,29863226,78
ENST00000219794,31108385,31112791,192
ENST00000219794,31108385,31112791,192
ENST00000219797,31117663,31131359,174
ENST00000219797,31117663,31131359,174
ENST00000219821,19456449,19499113,680
ENST00000219821,19456449,19499113,680
ENST00000219833,55656253,55706192,498
ENST00000219833,55656253,55706192,498
ENST00000219837,19701936,19718227,154
ENST00000219837,19701936,19718227,154
ENST00000223459,30569725,30571714,61
ENST00000223459,30569725,30571714,61
ENST00000233047,21158673,21180616,228
ENST00000233047,21158673,21180616,228
ENST00000234798,1221650,1225268,316
ENST00000237353,72119096,72172155,453
ENST00000237353,72119096,72172155,453
ENST00000241808,11275638,11276480,125
ENST00000241808,11275638,11276480,125
ENST00000243878,67662944,67666750,56
ENST00000243878,67662944,67666750,56
ENST00000244241,88638571,88640468,164
ENST00000244241,88638571,88640468,164
ENST00000245157,56484384,56520024,321
ENST00000245157,56484384,56520024,321
ENST00000245185,56608583,56609497,91
ENST00000245185,56608583,56609497,91
ENST00000245206,58707130,58734316,395
ENST00000245206,58707130,58734316,395
ENST00000246949,3654690,3658095,182
ENST00000246949,3654690,3658095,182
ENST00000246957,3658036,3717524,812
ENST00000246957,3658036,3717524,812
ENST00000247470,31201485,31202760,79
ENST00000247470,31201485,31202760,79
ENST00000248089,3022624,3023942,81
ENST00000248089,3022624,3023942,81
ENST00000248098,1678278,1702086,237
ENST00000248104,1363204,1379683,336
ENST00000248114,1984192,1987749,121
ENST00000248121,1989969,1994275,143
ENST00000248139,590065,629268,585
ENST00000248142,684733,690444,120
ENST00000248150,798040,800734,267
ENST00000248248,77191189,77202398,273
ENST00000248248,77191189,77202398,273
ENST00000250894,1706182,1770317,824
ENST00000250930,371863,381978,435
ENST00000251020,51135981,51151270,195
ENST00000251020,51135981,51151270,195
ENST00000251102,57882339,57971128,1051
ENST00000251102,57882339,57971128,1051
ENST00000251143,19555414,19701163,1474
ENST00000251143,19555414,19701163,1474
ENST00000251166,4354541,4416596,588
ENST00000251166,4354541,4416596,588
ENST00000251170,4958329,5019157,901
ENST00000251170,4958329,5019157,901
ENST00000251303,30193874,30197561,78
ENST00000251303,30193874,30197561,78
ENST00000251366,68229116,68236070,96
ENST00000251366,68229116,68236070,96
ENST00000251588,729764,740997,241
ENST00000251595,172875,173710,113
ENST00000252463,3088893,3092860,140
ENST00000252463,3088893,3092860,140
ENST00000252797,30553763,30558263,74
ENST00000252797,30553763,30558263,74
ENST00000252799,30530366,30535347,68
ENST00000252799,30530366,30535347,68
ENST00000252951,152643,154503,183
ENST00000253452,85799694,85807068,202
ENST00000253452,85799694,85807068,202
ENST00000253457,85778623,85799544,345
ENST00000253457,85778623,85799544,345
ENST00000253458,85613321,85676200,940
ENST00000253458,85613321,85676200,940
ENST00000253461,87302813,87317416,281
ENST00000253461,87302813,87317416,281
ENST00000253462,85676197,85688954,277
ENST00000253462,85676197,85688954,277
ENST00000253928,2911930,2951208,720
ENST00000253928,2911930,2951208,720
ENST00000253934,1528687,1555580,358
ENST00000253952,3024063,3027749,93
ENST00000253952,3024063,3027749,93
ENST00000254108,31180138,31191605,157
ENST00000254108,31180138,31191605,157
ENST00000254109,31700557,31707437,104
ENST00000254109,31700557,31707437,104
ENST00000254235,50287911,50318132,280
ENST00000254235,50287911,50318132,280
ENST00000254940,69339771,69343106,90
ENST00000254940,69339771,69343106,90
ENST00000254941,69339796,69343104,90
ENST00000254941,69339796,69343104,90
ENST00000254942,69355566,69386007,288
ENST00000254942,69355566,69386007,288
ENST00000254950,69311349,69326939,257
ENST00000254950,69311349,69326939,257
ENST00000255759,15865718,15888603,518
ENST00000255759,15865718,15888603,518
ENST00000256797,23690309,23713222,250
ENST00000256797,23690309,23713222,250
ENST00000258157,84648534,84662314,334
ENST00000258157,84648534,84662314,334
ENST00000258168,81238688,81291142,738
ENST00000258168,81238688,81291142,738
ENST00000258169,82148161,82170224,578
ENST00000258169,82148161,82170224,578
ENST00000258173,75536740,75556252,298
ENST00000258173,75536740,75556252,298
ENST00000258187,58463664,58513628,577
ENST00000258187,58463664,58513628,577
ENST00000258198,66720892,66751609,287
ENST00000258198,66720892,66751609,287
ENST00000258200,67159956,67164174,55
ENST00000258200,67159956,67164174,55
ENST00000258201,67229388,67247481,151
ENST00000258201,67229388,67247481,151
ENST00000258214,57512180,57536571,315
ENST00000258214,57512180,57536571,315
ENST00000261374,22814161,22916338,1094
ENST00000261374,22814161,22916338,1094
ENST00000261377,20806526,20849665,316
ENST00000261377,20806526,20849665,316
ENST00000261381,17101768,17470960,3409
ENST00000261381,17101768,17470960,3409
ENST00000261383,20933110,21159441,2050
ENST00000261383,20933110,21159441,2050
ENST00000261388,21158678,21180609,223
ENST00000261388,21158678,21180609,223
ENST00000261584,23603164,23641310,505
ENST00000261584,23603164,23641310,505
ENST00000261588,27550143,27780344,1413
ENST00000261588,27550143,27780344,1413
ENST00000261615,89630288,89638456,429
ENST00000261615,89630288,89638456,429
ENST00000261622,87830022,87869507,919
ENST00000261622,87830022,87869507,919
ENST00000261623,88643288,88651053,249
ENST00000261623,88643288,88651053,249
ENST00000261657,11123899,11182181,556
ENST00000261657,11123899,11182181,556
