Transcript ID,Region Start,Region End,# Variants
ENST00000003583,24357004,24413725,501
ENST00000003583,24357004,24413725,501
ENST00000003912,24415802,24472976,541
ENST00000003912,24415802,24472976,541
ENST00000008440,231338255,231352521,179
ENST00000008440,231338255,231352521,179
ENST00000009105,209583716,209613938,323
ENST00000009105,209583716,209613938,323
ENST00000010299,27726056,27760581,298
ENST00000010299,27726056,27760581,298
ENST00000011700,12277120,12510361,1541
ENST00000011700,12277120,12510361,1541
ENST00000037502,171635416,171652688,263
ENST00000037502,171635416,171652688,263
ENST00000040877,234391312,234479179,1077
ENST00000040877,234391312,234479179,1077
ENST00000054650,6624867,6633562,153
ENST00000054650,6624867,6633562,153
ENST00000054666,7771295,7781432,167
ENST00000054666,7771295,7781432,167
ENST00000054668,7847765,7853431,185
ENST00000054668,7847765,7853431,185
ENST00000060969,114769478,114780685,98
ENST00000060969,114769478,114780685,98
ENST00000072644,53851732,53889797,390
ENST00000072644,53851732,53889797,390
ENST00000078527,26788927,26798268,109
ENST00000078527,26788927,26798268,109
ENST00000164247,6034282,6101179,787
ENST00000166244,22563488,22603595,717
ENST00000166244,22563488,22603595,717
ENST00000167825,17626006,17697868,711
ENST00000167825,17626006,17697868,711
ENST00000194214,53921560,53945699,198
ENST00000194214,53921560,53945699,198
ENST00000196061,11934716,11975537,525
ENST00000196061,11934716,11975537,525
ENST00000207157,118883045,118989556,839
ENST00000207157,118883045,118989556,839
ENST00000207457,36084093,36088275,91
ENST00000207457,36084093,36088275,91
ENST00000209884,173714980,173786692,493
ENST00000209884,173714980,173786692,493
ENST00000209929,171185299,171212686,372
ENST00000209929,171185299,171212686,372
ENST00000212355,91680342,91886151,1927
ENST00000212355,91680342,91886151,1927
ENST00000230113,67522324,67532334,255
ENST00000230113,67522324,67532334,255
ENST00000234549,27726027,27760581,298
ENST00000234549,27726027,27760581,298
ENST00000234590,8860999,8878686,239
ENST00000234590,8860999,8878686,239
ENST00000234610,1699941,1701782,145
ENST00000234626,91500850,91525764,270
ENST00000234626,91500850,91525764,270
ENST00000234668,85181158,85200513,196
ENST00000234668,85181158,85200513,196
ENST00000234677,109213917,109238182,378
ENST00000234677,109213917,109238182,378
ENST00000234701,86468367,86500259,340
ENST00000234701,86468367,86500259,340
ENST00000234739,147541500,147626216,705
ENST00000234739,147541500,147626216,705
ENST00000234816,178849534,178871077,215
ENST00000234816,178849534,178871077,215
ENST00000234827,54053607,54106082,372
ENST00000234827,54053607,54106082,372
ENST00000234831,54026680,54053204,282
ENST00000234831,54026680,54053204,282
ENST00000234875,6185019,6199595,180
ENST00000234961,28812169,28871267,701
ENST00000234961,28812169,28871267,701
ENST00000235090,111439889,111449256,89
ENST00000235090,111439889,111449256,89
ENST00000235150,32936448,32964809,301
ENST00000235150,32936448,32964809,301
ENST00000235180,34865435,34905383,305
ENST00000235180,34865435,34905383,305
ENST00000235307,184387028,184629019,1937
ENST00000235307,184387028,184629019,1937
ENST00000235310,11674479,11691650,270
ENST00000235310,11674479,11691650,270
ENST00000235329,11980443,12013508,463
ENST00000235329,11980443,12013508,463
ENST00000235332,12019497,12032045,222
ENST00000235332,12019497,12032045,222
ENST00000235345,66999349,67054148,550
ENST00000235345,66999349,67054148,550
ENST00000235347,12892895,12898270,165
ENST00000235347,12892895,12898270,165
ENST00000235349,12879211,12886201,333
ENST00000235349,12879211,12886201,333
ENST00000235372,13704854,13825079,985
ENST00000235372,13704854,13825079,985
ENST00000235382,192809038,192812275,80
ENST00000235382,192809038,192812275,80
ENST00000235453,197552254,197775192,1220
ENST00000235453,197552254,197775192,1220
ENST00000235521,119031215,119140653,811
ENST00000235521,119031215,119140653,811
ENST00000235532,36417905,36450451,404
ENST00000235532,36417905,36450451,404
ENST00000235628,39651228,39672107,185
ENST00000235628,39651228,39672107,185
ENST00000235790,202729904,202807348,720
ENST00000235790,202729904,202807348,720
ENST00000235835,19303964,19312144,159
ENST00000235835,19303964,19312144,159
ENST00000235878,89007768,89022838,229
ENST00000235878,89007768,89022838,229
ENST00000235932,205769436,205775449,129
ENST00000235932,205769436,205775449,129
ENST00000235933,145728243,145739288,99
ENST00000235933,145728243,145739288,99
ENST00000235958,23801909,23825402,235
ENST00000235958,23801909,23825402,235
ENST00000236017,150266644,150269023,63
ENST00000236017,150266644,150269023,63
ENST00000236040,42746374,42767012,244
ENST00000236040,42746374,42767012,244
ENST00000236051,43164183,43172290,192
ENST00000236051,43164183,43172290,192
ENST00000236067,43974947,43978289,55
ENST00000236067,43974947,43978289,55
ENST00000236137,169463908,169485944,209
ENST00000236137,169463908,169485944,209
ENST00000236147,169690666,169711620,300
ENST00000236147,169690666,169711620,300
ENST00000236166,171138211,171161396,273
ENST00000236166,171138211,171161396,273
ENST00000236192,171700159,171742065,430
ENST00000236192,171700159,171742065,430
ENST00000236255,24323039,24354488,348
ENST00000236255,24323039,24354488,348
ENST00000236273,25222275,25232502,113
ENST00000236273,25222275,25232502,113
ENST00000236342,26432320,26471306,279
ENST00000236342,26432320,26471306,279
ENST00000236412,27830813,27851528,249
ENST00000236412,27830813,27851528,249
ENST00000236495,48222686,48248644,257
ENST00000236495,48222686,48248644,257
ENST00000236914,200027613,200175603,1670
ENST00000236914,200027613,200175603,1670
ENST00000236918,201359008,201373254,190
ENST00000236918,201359008,201373254,190
ENST00000236925,200739778,200860701,1153
ENST00000236925,200739778,200860701,1153
ENST00000236937,161663146,161678022,282
ENST00000236937,161663146,161678022,282
ENST00000236938,161707228,161714352,176
ENST00000236938,161707228,161714352,176
ENST00000237247,66533382,66744374,2145
ENST00000237247,66533382,66744374,2145
ENST00000237724,220196183,220272414,538
ENST00000237724,220196183,220272414,538
ENST00000238181,236523872,236544815,469
ENST00000238181,236523872,236544815,469
ENST00000239461,170664130,170739421,614
ENST00000239461,170664130,170739421,614
ENST00000239462,175067832,175148075,833
ENST00000239462,175067832,175148075,833
ENST00000240185,11012653,11025492,228
ENST00000240185,11012653,11025492,228
ENST00000240189,12857085,12861909,310
ENST00000240189,12857085,12861909,310
ENST00000241337,109668056,109675286,133
ENST00000241337,109668056,109675286,133
ENST00000241356,111499428,111503633,203
ENST00000241356,111499428,111503633,203
ENST00000241651,203083128,203086012,126
ENST00000241651,203083128,203086012,126
ENST00000241704,160288593,160343250,385
ENST00000241704,160288593,160343250,385
ENST00000242719,51236272,51273447,443
ENST00000242719,51236272,51273447,443
ENST00000243167,46394316,46413845,292
ENST00000243167,46394316,46413845,292
ENST00000243189,25242248,25247454,104
ENST00000243189,25242248,25247454,104
ENST00000243440,212686416,212699840,237
ENST00000243440,212686416,212699840,237
ENST00000243611,207089237,207099993,163
ENST00000243611,207089237,207099993,163
ENST00000245564,155610217,155614951,135
ENST00000245564,155610217,155614951,135
ENST00000245811,184566510,184567835,84
ENST00000245811,184566510,184567835,84
ENST00000246151,23778417,23788232,140
ENST00000246151,23778417,23788232,140
ENST00000246314,35931257,36056462,775
ENST00000246314,35931257,36056462,775
ENST00000246337,45012253,45015575,64
ENST00000246337,45012253,45015575,64
ENST00000246421,1732241,1745992,356
ENST00000247087,27534034,27603592,441
ENST00000247087,27534034,27603592,441
ENST00000247986,20664015,20718017,877
ENST00000247986,20664015,20718017,877
ENST00000247992,20163990,20175194,168
ENST00000247992,20163990,20175194,168
ENST00000251157,62454725,62688264,1520
ENST00000251157,62454725,62688264,1520
ENST00000251195,35720217,35769967,398
ENST00000251195,35720217,35769967,398
ENST00000251296,18107797,18378483,2941
