Transcript ID,Region Start,Region End,# Variants
ENST00000004531,17538776,17570561,485
ENST00000009589,56073053,56074506,172
ENST00000009589,56073053,56074506,172
ENST00000020945,48917597,48921429,63
ENST00000020945,48917597,48921429,63
ENST00000022615,42391879,42405937,173
ENST00000022615,42391879,42405937,173
ENST00000024061,141210600,141228574,281
ENST00000024061,141210600,141228574,281
ENST00000025008,52622457,52714435,627
ENST00000025008,52622457,52714435,627
ENST00000027335,94127161,94208555,732
ENST00000027335,94127161,94208555,732
ENST00000038176,58583507,58659853,586
ENST00000038176,58583507,58659853,586
ENST00000075322,119557085,119638839,673
ENST00000075322,119557085,119638839,673
ENST00000160713,138250923,138425515,1643
ENST00000160713,138250923,138425515,1643
ENST00000175238,24441025,24509565,647
ENST00000175238,24441025,24509565,647
ENST00000180166,16992180,17002345,227
ENST00000180173,17296793,17413351,1534
ENST00000220562,28701500,28755599,400
ENST00000220562,28701500,28755599,400
ENST00000220584,11802740,11839298,814
ENST00000220592,140520155,140635633,1298
ENST00000220592,140520155,140635633,1298
ENST00000220597,80967809,81112068,992
ENST00000220597,80967809,81112068,992
ENST00000220616,132866957,133134899,2386
ENST00000220616,132866957,133134899,2386
ENST00000220659,37843267,37849861,85
ENST00000220659,37843267,37849861,85
ENST00000220669,81701336,81721300,255
ENST00000220669,81701336,81721300,255
ENST00000220676,54616095,54630834,182
ENST00000220676,54616095,54630834,182
ENST00000220751,89757815,89791064,403
ENST00000220751,89757815,89791064,403
ENST00000220763,96645241,97143501,3190
ENST00000220763,96645241,97143501,3190
ENST00000220764,90001476,90053633,352
ENST00000220764,90001476,90053633,352
ENST00000220772,41261961,41309473,440
ENST00000220772,41261961,41309473,440
ENST00000220809,42174717,42207565,364
ENST00000220809,42174717,42207565,364
ENST00000220812,42374062,42377229,156
ENST00000220812,42374062,42377229,156
ENST00000220822,74350402,74366876,237
ENST00000220822,74350402,74366876,237
ENST00000220847,132775357,132845923,406
ENST00000220847,132775357,132845923,406
ENST00000220849,108201215,108248717,509
ENST00000220849,108201215,108248717,509
ENST00000220853,108443623,108489196,393
ENST00000220853,108443623,108489196,393
ENST00000220856,133191136,133228064,464
